age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
15,559012,547025,570882,569709,582731,581012,587212,571616,563539,560238,564605,565211,567577,568252,579057,567907,562182,566861,572210,570115,575894,576880,580898,576112,569584,556618,550600,531498,527348,516036,507365,496416,479947,464371,449970,445945,438465,427350,410380,405801,402154,399116,396416,393738,391324,389063,386721,384676,382485,379916,377446,374673,371858,368776,366017,363246,360336,357071,353701,350194,346666,342989,339424,335900,332270,328466,324731,320924,317107,313252,309452,305724,302133,298599,295257,291941,288716,285550,282459,279486,276612,273818,271011,268217,265460,262777,260069,257329,254552,251738,248887,246000,243077,240121,237130,234108,231056,227976,224869
16,578356,559983,549909,574567,573866,585817,585422,592699,576646,567923,563391,566829,566463,568447,569082,579513,568641,563617,568006,574780,572808,578392,580241,583611,578969,572586,559765,553892,534935,530929,519761,511236,500431,484107,468676,454419,450539,443203,432234,415408,410974,407472,404579,402023,399490,397220,395104,392907,391006,388960,386536,384210,381582,378912,375974,373360,370734,367968,364848,361623,358261,354877,351345,347925,344546,341060,337401,333810,330148,326476,322766,319110,315527,312080,308692,305494,302323,299242,296221,293275,290446,287717,285068,282406,279756,277144,274606,272042,269447,266815,264145,261439,258697,255919,253107,250261,247383,244477,241541
17,586101,579525,561513,554212,579441,577712,590672,590575,597942,581230,571802,566265,568311,567946,569765,570420,581989,570790,565389,569673,580417,576342,582548,583468,587010,582540,576329,563680,557979,539194,535361,524365,516012,505379,489227,473968,459883,456176,449012,438214,421561,417299,413969,411248,408864,406503,404405,402462,400436,398708,396834,394582,392428,389972,387475,384709,382266,379813,377219,374271,371218,368028,364817,361456,358208,355001,351688,348201,344782,341292,337792,334254,330770,327359,324085,320868,317843,314843,311935,309086,306312,303656,301098,298621,296131,293654,291213,288847,286456,284033,281573,279075,276542,273971,271365,268725,266052,263346,260612
18,601777,588055,582069,566152,560832,585235,584895,598015,597142,604124,586324,575809,568901,570728,570722,575369,579330,586873,574707,566163,569708,586339,581658,587783,588982,592803,588613,582681,570311,564890,546384,542830,532113,524039,513686,497813,482833,469027,465599,458714,448196,431822,427839,424788,422346,420241,418160,416341,414677,412930,411481,409887,407914,406039,403862,401644,399157,396994,394820,392505,389837,387063,384152,381220,378139,375170,372242,369208,366000,362860,359650,356429,353170,349965,346833,343838,340901,338155,335434,332805,330236,327740,325363,323085,320888,318677,316479,314317,312230,310118,307974,305794,303575,301321,299029,296703,294342,291948,289521
19,626198,602618,591807,585495,569759,566346,594830,594316,605884,603863,610128,591398,579167,572067,574614,577538,587285,585535,590744,576282,567290,577155,592297,587639,594082,595601,599741,595870,590257,578206,573103,554917,551682,541284,533529,523494,507940,493280,479793,476683,470118,459919,443864,440200,437468,435345,433559,431797,430297,428951,427524,426394,425118,423465,421909,420051,418152,415984,414140,412285,410289,407939,405484,402892,400279,397517,394867,392258,389543,386654,383834,380942,378040,375100,372215,369402,366725,364107,361680,359279,356969,354718,352541,350484,348525,346646,344754,342875,341032,339265,337472,335646,333785,331885,329950,327978,325970,323928,321853
20,635651,626170,607321,595956,587868,572335,578058,605312,602480,612576,609674,615775,594700,581875,575189,580173,585466,592118,587458,592909,575636,573782,583884,597739,593371,600105,601913,606344,602763,597441,585680,580867,562971,560026,549919,542454,532710,517446,503075,489879,487060,480784,470875,455110,451737,449295,447462,445967,444495,443285,442230,441093,440253,439267,437904,436638,435071,433462,431584,430030,428465,426760,424700,422536,420234,417911,415439,413080,410761,408336,405737,403207,400606,397994,395344,392749,390227,387840,385512,383375,381264,379245,377284,375398,373630,371961,370373,368771,367182,365630,364153,362650,361115,359543,357934,356289,354607,352889,351138
21,650257,635305,632583,612255,599074,590835,584140,590437,614206,610542,618718,615920,619721,596841,584654,580454,587622,590127,593017,588045,588503,581848,581294,589648,603810,599750,606791,608907,613645,610372,605356,593903,589398,571809,569172,559371,552214,542777,527821,513758,500869,498357,492389,482787,467330,464264,462130,460604,459416,458251,457349,456602,455772,455239,454561,453505,452547,451287,449985,448415,447169,445911,444513,442761,440904,438909,436894,434729,432677,430666,428549,426257,424034,421741,419436,417094,414806,412591,410512,408492,406662,404858,403146,401493,399914,398454,397092,395811,394517,393236,391991,390821,389625,388398,387134,385832,384494,383120,381709
22,672028,650621,643386,639224,615714,603119,604671,596519,600267,623820,618115,625991,620480,622716,599431,588669,586266,591595,590999,593757,583508,595721,590338,587670,596364,610866,607146,614527,616983,622061,619128,614453,603340,599175,581925,579628,570168,563351,554254,539638,525915,513366,511194,505566,496304,481187,478461,476667,475481,474633,473809,473247,472839,472349,472157,471819,471103,470485,469565,468603,467373,466467,465549,464491,463079,461562,459908,458232,456408,454696,453025,451247,449296,447413,445459,443495,441492,439545,437670,435931,434251,432761,431297,429925,428612,427373,426253,425232,424291,423337,422395,421490,420660,419805,418918,417994,417032,416034,415000
23,708394,673909,661507,651548,643217,620124,618260,618142,606267,611599,632527,626323,631701,623610,625753,603268,594005,590504,592782,590841,588775,590811,604975,597509,595223,604299,619184,615847,623611,626449,631909,629359,625066,614335,610553,593686,591771,582694,576259,567544,553311,539970,527803,526014,520769,511889,497155,494811,493399,492596,492131,491688,491509,491484,491376,491566,491611,491277,491042,490504,489925,489077,488553,488018,487343,486313,485178,483907,482614,481172,479842,478553,477158,475589,474089,472518,470936,469316,467751,466258,464902,463604,462497,461416,460426,459495,458639,457901,457262,456704,456132,455573,455051,454603,454130,453625,453084,452505,451889
24,736842,711755,687440,671445,655410,647284,634739,632707,628144,616494,620643,641705,632953,635226,626406,629620,607703,597963,591632,591788,586919,596182,600986,612496,605431,603546,613024,628310,625373,633538,636778,642639,640490,636598,626269,622887,606421,604908,596231,590197,581884,568052,555112,543347,541959,537114,528636,514303,512360,511349,510947,510883,510842,511063,511439,511733,512324,512770,512838,513003,512867,512688,512242,512119,511985,511711,511082,510349,509478,508586,507545,506617,505729,504735,503567,502468,501298,500117,498898,497735,496643,495688,494791,494085,493405,492816,492287,491832,491495,491257,491100,490929,490771,490650,490604,490532,490428,490288,490110
25,779198,741177,727842,699874,676101,659365,662435,648469,642999,639200,625221,629785,648419,636172,638292,629535,634033,610365,598620,589181,588548,593948,606563,608758,620682,614032,612562,622454,638154,635632,644212,647866,654142,652407,648930,639015,636048,619997,618897,610635,605016,597118,583699,571174,559823,558850,554420,546356,532437,530909,530313,530326,530676,531049,531685,532476,533184,534189,535050,535532,536112,536390,536626,536594,536886,537167,537306,537093,536774,536317,535840,535214,534700,534227,533647,532894,532209,531454,530687,529883,529134,528456,527916,527433,527142,526876,526702,526587,526547,526624,526801,527058,527302,527559,527852,528220,528563,528873,529148
26,828619,784070,758879,742299,706101,680250,674244,675718,658216,654087,648230,634573,636582,651427,638904,642436,632522,636390,610326,594222,586447,595757,604837,614538,617158,629508,623283,622238,632556,648681,646585,655590,659669,666370,665060,662009,652519,649977,634352,633678,625841,620647,613174,600181,588081,577156,576607,572603,564965,551471,550368,550197,550635,551411,552209,553271,554487,555620,557051,558337,559244,560250,560953,561615,562008,562725,563431,563996,564208,564314,564283,564231,564030,563941,563894,563740,563411,563152,562822,562481,562102,561778,561526,561411,561354,561488,561647,561899,562209,562594,563097,563699,564381,565050,565733,566451,567244,568013,568748
27,865010,833458,802546,774121,749309,710814,695657,686628,684263,668204,662630,657302,641031,639283,653944,642007,645936,634599,636742,604340,592800,593962,606182,612738,622860,625902,638673,632869,632246,642985,659532,657857,667283,671784,678907,678018,675388,666319,664199,648995,648742,641327,636554,629503,616931,605253,594749,594622,591039,583822,570749,570068,570318,571178,572375,573595,575078,576715,578270,580122,581829,583158,584585,585709,586792,587607,588745,589873,590860,591492,592020,592411,592780,593000,593333,593707,593974,594067,594230,594321,594401,594443,594541,594710,595016,595381,595936,596517,597190,597921,598727,599652,600676,601779,602870,603973,605113,606328,607518
28,869634,871629,853201,819944,783404,756052,727577,709491,694690,693946,677576,671234,663290,643403,641855,657178,644515,647713,635013,630071,603690,600518,604263,614649,621656,632230,635723,648946,643594,643422,654613,671612,670388,680266,685218,692792,692356,690177,681560,679891,665138,665338,658374,654053,647453,635333,624106,614053,614378,611247,604481,591860,591631,592333,593644,595292,596964,598898,600987,602993,605297,607456,609236,611115,612691,614225,615492,617082,618661,620099,621183,622163,623005,623826,624498,625282,626107,626826,627371,627985,628527,629059,629553,630102,630723,631481,632297,633304,634336,635461,636644,637901,639278,640753,642308,643850,645405,646997,648663
29,883668,875739,891228,868826,828270,789630,772050,739773,716429,701935,701007,685561,676818,665331,645791,644695,659634,646532,647793,627765,629860,611485,610091,611975,622772,630191,641176,645081,658715,653774,654014,665615,683025,682213,692502,697866,705851,705826,704058,695853,694596,680254,680864,674312,670402,664213,652505,641689,632048,632784,630064,623710,611500,611682,612795,614517,616577,618660,621006,623506,625924,628639,631209,633400,635690,637678,639624,641301,643302,645293,647142,648638,650029,651282,652514,653598,654793,656030,657160,658116,659141,660095,661038,661944,662904,663936,665105,666332,667751,669195,670730,672325,673994,675781,677667,679634,681588,683554,685557
30,900924,890629,895245,908357,877287,834848,806212,785652,746600,723586,708916,708941,690730,678538,667346,648456,646636,661682,646752,640573,628267,637987,620619,617989,620294,631512,639352,650759,655085,669140,664620,665281,677304,695136,694744,705455,711240,719647,720042,718696,710912,710076,696155,697187,691056,687567,681800,670512,660118,650898,652055,649756,643823,632035,632638,634172,636316,638797,641301,644068,646989,649828,652965,655956,658569,661280,663688,666056,668155,670577,672988,675259,677176,678988,680663,682316,683821,685437,687095,688647,690024,691470,692845,694210,695536,696918,698372,699962,701610,703450,705315,707271,709287,711378,713586,715894,718282,720656,723044
31,893166,906049,906781,908177,914972,880861,848598,816391,791110,751830,727308,716312,714079,692273,680181,669475,650448,648958,661651,639502,641388,635933,646403,626967,624675,627319,638876,647055,658800,663464,677858,673677,674676,687038,705208,705155,716204,722328,731073,731807,730800,723354,722856,709275,710645,704852,701702,696273,685324,675269,666387,667883,665922,660328,648878,649820,651693,654175,656995,659837,662943,666203,669380,672855,676185,679136,682186,684933,687639,690076,692837,695587,698197,700452,702602,704616,706608,708451,710406,712402,714293,716008,717793,719507,721210,722875,724595,726387,728316,730303,732481,734685,736980,739334,741763,744310,746957,749683,752396
32,921367,896733,918756,916517,911436,917044,891104,855534,819346,794814,753237,734319,720876,715538,693458,681886,670717,652430,649095,655408,640417,648946,643835,651215,632035,630000,632901,644715,653150,665152,670073,684723,680799,682055,694673,713100,713303,724609,730989,739991,740982,740231,733042,732801,719476,721103,715567,712674,707501,696809,687010,678385,680137,678434,673096,661903,663101,665231,667969,671046,674145,677507,681023,684458,688189,691776,694984,698290,701294,704256,706950,709968,712975,715841,718353,720760,723030,725278,727378,729590,731843,733990,735962,738004,739974,741934,743855,745832,747881,750066,752310,754745,757205,759757,762368,765053,767857,770760,773743
33,907912,926071,909430,928570,920311,913405,927496,897100,858065,822683,795912,759793,738827,722073,716830,694656,683056,672536,652402,643652,656863,647487,656413,648556,656187,637260,635477,638629,650694,659382,671635,676808,691710,688038,689545,702415,721094,721549,733107,739739,748993,750235,749736,742799,742810,729736,731615,726331,723689,718769,708328,698781,690408,692412,690960,685874,674933,676383,678764,681755,685083,688434,692048,695816,699502,703485,707323,710783,714341,717597,720811,723757,727026,730285,733403,736167,738825,741347,743848,746199,748663,751168,753566,755790,758084,760306,762517,764691,766919,769220,771657,774152,776839,779551,782355,785217,788155,791210,794365
34,914821,913686,938166,918845,931974,922453,922752,933969,899375,861703,824202,801901,764214,739783,722978,718039,695415,684894,672541,647011,644714,663770,654308,661056,653446,661326,642646,641110,644510,656823,665758,678259,683679,698829,695404,697160,710278,729204,729907,741712,748591,758093,759583,759332,752642,752900,740075,742201,737164,734770,730097,719905,710605,702480,704731,703527,698689,687995,689693,692322,695560,699135,702734,706596,710612,714545,718776,722862,726570,730375,733878,737340,740534,744051,747557,750922,753934,756840,759610,762358,764957,767668,770421,773067,775539,778080,780549,783008,785429,787906,790454,793139,795882,798816,801776,804827,807937,811122,814425
35,943840,919819,925838,947186,922657,933893,931738,928730,936890,902528,862572,829672,806028,765110,741009,723845,718861,696965,685014,667278,648310,651300,670257,658813,665801,658432,666551,648112,646817,650457,663010,672185,684926,690587,705977,702793,704788,718146,737313,738256,750302,757421,767163,768893,768882,762433,762931,750346,752713,747916,745763,741330,731377,722318,714433,716925,715961,711363,700910,702847,705717,709195,713011,716850,720952,725208,729382,733853,738179,742127,746173,749916,753618,757052,760809,764556,768162,771413,774560,777569,780558,783397,786349,789342,792228,794940,797721,800431,803131,805792,808508,811297,814222,817205,820380,823580,826871,830222,833647
36,946489,950576,933625,937952,953039,927222,945180,940224,933729,942128,905540,867619,833437,806726,765659,741912,724286,720821,696978,681128,668732,654236,657254,675857,664711,671998,664928,673346,655205,654209,658147,670999,680473,693513,699472,715161,712275,714570,728226,747691,748933,761278,768696,778736,780765,781053,774902,775699,763413,766078,761580,759725,755591,745937,737177,729590,732381,731716,727416,717262,719498,722666,726443,730558,734695,739096,743650,748123,752893,757518,761764,766109,770151,774152,777884,781940,785985,789890,793440,796885,800193,803481,806619,809869,813160,816345,819356,822436,825445,828443,831403,834418,837505,840729,844011,847484,850982,854573,858222
37,958492,951090,960927,943903,943006,956367,937780,952376,944329,938132,944130,910056,871033,833639,807208,765861,742259,725890,720776,693606,682175,674296,659766,661985,680840,669947,677486,670668,679339,661450,660706,664897,678001,687727,701020,707231,723173,720539,723086,736994,756712,758206,770803,778473,788766,791048,791587,785689,786738,774704,777622,773376,771774,767892,758490,749982,742648,745691,745278,741231,731328,733817,737237,741267,745634,750024,754676,759484,764209,769231,774108,778607,783203,787498,791751,795736,800044,804341,808498,812301,815999,819559,823098,826489,829991,833535,836972,840236,843568,846829,850079,853291,856559,859898,863374,866909,870634,874385,878228
38,906125,962393,960446,968518,948261,946183,966067,944598,955700,947990,939840,948332,912952,871157,834054,807330,765795,743989,725693,718130,694653,687364,679184,664016,666461,685543,674877,682643,676051,684949,667287,666769,671187,684518,694471,707990,714428,730596,728189,730962,745098,765042,766763,779586,787483,798003,800511,801277,795605,796882,785074,788218,784200,782824,779169,769994,761712,754605,757874,757688,753867,744192,746907,750554,754810,759404,764020,768900,773934,778885,784134,789238,793963,798787,803308,807788,811999,816534,821058,825441,829471,833395,837182,840948,844565,848295,852065,855729,859219,862778,866265,869742,873181,876675,880242,883944,887705,891657,895635
39,879771,909178,972098,967946,971570,951764,956854,972753,948291,959107,949399,943595,951165,912804,871203,833831,807054,767068,743730,723110,719002,699467,691735,683316,668368,671034,690336,679890,687877,681506,690623,673182,672884,677523,691074,701247,714986,721645,738033,735847,738841,753196,773361,775302,788346,796463,807203,809932,810919,805467,806964,795377,798741,794943,793787,790352,781398,773337,766450,769940,769974,766374,756918,759854,763721,768198,773012,777849,782949,788203,793375,798844,804168,809114,814158,818899,823599,828031,832787,837531,842135,846385,850529,854537,858523,862361,866310,870301,874185,877896,881675,885383,889080,892740,896454,900241,904164,908145,912317
40,867729,882067,917270,979671,971104,973743,962193,964034,975932,951856,960310,953207,945705,950732,912484,870791,833227,808091,766871,741417,723448,723466,703590,695613,687400,672660,675532,695042,684802,692996,686831,696156,678921,678831,683676,697434,707814,721760,728626,745221,743241,746441,761004,781375,783524,796774,805099,816045,818980,820174,814929,816633,805252,808824,805232,804284,801056,792308,784454,777773,781470,781711,778318,769069,772212,776286,780969,785990,791034,796341,801802,807181,812857,818387,823540,828791,833739,838646,843285,848247,853198,858009,862465,866817,871031,875224,879269,883425,887623,891714,895631,899617,903532,907436,911302,915224,919217,923347,927535
41,841105,869171,889600,923565,983004,973231,980236,969156,968120,979184,953006,963786,955513,945247,950153,911851,870131,833979,807492,764338,741944,727487,727195,707121,699332,691308,676755,679817,699514,689463,697845,691869,701382,684335,684433,689467,703413,713981,728116,735170,751953,750162,753551,768302,788861,791198,804636,813149,824284,827408,828790,823733,825625,814433,818193,814790,814029,810990,802430,794764,788272,792157,792586,789382,780321,783652,787915,792786,797995,803228,808723,814372,819939,825804,831523,836864,842303,847439,852535,857362,862512,867652,872651,877296,881835,886238,890620,894852,899197,903583,907862,911968,916142,920245,924338,928392,932502,936684,941002
42,820941,842516,875888,895310,925982,985695,979649,984960,973216,972222,980248,956333,965669,955105,944551,949191,910933,870585,833206,804929,765085,745668,730832,730524,710627,703016,695170,680795,684033,703908,694035,702594,696796,706486,689617,689893,695104,709228,719973,734286,741517,758478,756864,760430,775359,796096,798610,812226,820917,832229,835531,837090,832211,834281,823266,827203,823978,823395,820533,812151,804662,798348,802411,803017,799990,791107,794616,799056,804105,809492,814901,820574,826401,832146,838187,844084,849603,855219,860533,865806,870811,876139,881456,886632,891455,896172,900752,905312,909722,914244,918807,923265,927548,931899,936180,940450,944682,948969,953329
43,785370,822547,849333,881070,897310,927666,992492,984337,987426,977076,973900,983109,958096,965223,954408,943493,948160,911068,869464,831055,805565,768403,748543,734018,733879,714153,706712,699035,684830,688239,708284,698581,707309,701681,711541,694842,695288,700669,714963,725878,740360,747762,764892,763448,767185,782283,803190,805874,819660,828521,840003,843474,845204,840495,842734,831889,835997,832941,832528,829836,821624,814305,808161,812393,813170,810313,801600,805278,809888,815107,820664,826244,832086,838083,843997,850209,856276,861964,867751,873235,878678,883852,889350,894837,900183,905176,910063,914813,919542,924122,928815,933548,938175,942628,947150,951600,956040,960442,964899
