age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
10,566374,565920,547054,537956,537418,542326,545130,552693,558196,571096,564793,561023,565982,570929,565198,568351,567324,569271,562764,557192,544309,537368,517693,512878,500900,491564,479950,462816,446575,431509,426819,418673,406894,389259,392986,397617,402877,408513,414199,420215,426457,432652,439270,445773,451844,458090,463968,469819,475308,481295,487303,493126,498402,503719,509014,514478,519880,525692,531799,537923,543910,550247,556644,563225,569925,576957,584375,592356,600733,609883,619396,629466,640032,651169,663054,675676,689026,702816,717160,732171,748054,764167,780490,797007,813718,830635,847766,865119,882722,900574,918699,937132,955887,975007,994520,1014470,1034858,1055709,1077059
11,571769,568684,569499,551622,542931,541177,547924,551007,557461,561199,574185,566859,561945,566055,570683,564759,568083,567812,569337,566257,560013,546219,539820,520186,515503,503659,494456,482975,465974,449866,434932,430376,422363,410717,393214,397074,401839,407231,413001,418819,424968,431343,437671,444422,451059,457262,463641,469652,475636,481258,487378,493519,499475,504884,510334,515762,521359,526894,532838,539079,545336,551455,557925,564456,571169,578002,585167,592718,600832,609342,618625,628271,638474,649173,660443,672461,685216,698699,712622,727098,742243,758259,774505,790960,807610,824454,841504,858769,876255,893990,911975,930234,948799,967687,986940,1006586,1026669,1047190,1068174
12,562281,573863,571180,573595,556540,547135,546663,553371,555780,561491,563954,576443,567704,562246,566021,570232,564478,568576,568025,573063,568876,561956,548709,542291,522788,518238,506525,497454,486105,469236,453260,438458,434033,426152,414637,397267,401258,406155,411679,417580,423530,429811,436318,442778,449661,456429,462764,469275,475418,481534,487288,493539,499811,505900,511440,517022,522582,528311,533977,540054,546426,552815,559066,565668,572330,579175,586140,593437,601119,609365,618007,627422,637199,647535,658365,669767,681917,694804,708418,722473,737081,752358,768506,784883,801470,818252,835228,852410,869806,887424,905291,923408,941798,960495,979515,998900,1018678,1038892,1059545
13,565951,564359,576103,574651,578284,560460,553021,551938,557633,559950,564733,566121,577668,567956,562296,565648,570184,565035,569063,572003,575758,570894,564423,551189,544903,525533,521115,509534,500596,489379,472642,456798,442128,437835,430087,418704,401466,405590,410619,416275,422309,428391,434804,441443,448035,455050,461951,468419,475062,481337,487585,493471,499854,506259,512480,518153,523867,529559,535420,541219,547428,553932,560453,566837,573571,580365,587342,594440,601869,609684,618062,626836,636383,646293,656760,667723,679257,691539,704558,718305,732492,747233,762641,778922,795432,812151,829065,846173,863487,881016,898766,916765,935014,953537,972366,991519,1011035,1030946,1051292
14,544761,568358,566610,578992,578169,582015,566019,558684,556355,561392,563250,566488,567354,578507,568077,562006,565934,571168,565871,573180,574688,577971,573577,566914,553812,547659,528422,524137,512689,503884,492800,476195,460484,445948,441788,434172,422922,405817,410074,415236,421025,427191,433406,439952,446724,453449,460597,467630,474231,481007,487415,493796,499815,506331,512869,519222,525028,530875,536700,542694,548626,554967,561605,568258,574775,581641,588569,595679,602909,610471,618419,626929,635836,645517,655559,666160,677256,688922,701337,714489,728369,742689,757562,773104,789517,806159,823012,840058,857299,874746,892408,910291,928423,946805,965460,984422,1003708,1023357,1043401
15,559012,547025,570882,569709,582731,581012,587212,571616,563539,560238,564605,565211,567577,568252,579057,567907,562182,566861,572210,570115,575894,576880,580898,576112,569584,556618,550600,531498,527348,516036,507365,496416,479947,464371,449970,445945,438465,427350,410380,414772,420069,425994,432295,438645,445327,452234,459094,466377,473545,480281,487192,493736,500252,506406,513057,519730,526219,532160,538142,544102,550231,556298,562775,569548,576336,582988,589990,597053,604298,611664,619361,627443,636089,645131,654947,665125,675860,687091,698893,711444,724730,738745,753201,768209,783886,800434,817212,834199,851381,868758,886340,904136,922154,940422,958939,977730,996827,1016248,1036032
16,578356,559983,549909,574567,573866,585817,585422,592699,576646,567923,563391,566829,566463,568447,569082,579513,568641,563617,568006,574780,572808,578392,580241,583611,578969,572586,559765,553892,534935,530929,519761,511236,500431,484107,468676,454419,450539,443203,432234,415408,419945,425386,431456,437902,444397,451223,458275,465279,472707,480020,486901,493957,500645,507306,513604,520400,527218,533852,539937,546064,552169,558442,564654,571275,578193,585126,591923,599069,606277,613667,621177,629019,637246,646037,655224,665184,675506,686387,697762,709709,722404,735836,749995,764595,779748,795570,812263,829185,846317,863644,881165,898892,916833,934996,953408,972070,991005,1010247,1029813
17,586101,579525,561513,554212,579441,577712,590672,590575,597942,581230,571802,566265,568311,567946,569765,570420,581989,570790,565389,569673,580417,576342,582548,583468,587010,582540,576329,563680,557979,539194,535361,524365,516012,505379,489227,473968,459883,456176,449012,438214,421561,426270,431883,438125,444743,451410,458408,465632,472809,480409,487894,494947,502175,509035,515868,522339,529307,536297,543102,549360,555659,561936,568382,574765,581559,588648,595754,602723,610041,617421,624983,632665,640679,649079,658041,667400,677533,688027,699080,710627,722746,735613,749217,763549,778321,793646,809640,826505,843599,860903,878402,896095,913994,932108,950443,969027,987861,1006968,1026382
18,601777,588055,582069,566152,560832,585235,584895,598015,597142,604124,586324,575809,568901,570728,570722,575369,579330,586873,574707,566163,569708,586339,581658,587783,588982,592803,588613,582681,570311,564890,546384,542830,532113,524039,513686,497813,482833,469027,465599,458714,448196,431822,436810,442702,449223,456120,463067,470344,477847,485303,493182,500947,508279,515786,522925,530037,536787,544035,551304,558389,564925,571504,578060,584785,591448,598520,605889,613274,620522,628119,635778,643619,651581,659874,668553,677795,687433,697844,708618,719950,731777,744175,757321,771204,785815,800866,816470,832743,849888,867262,884845,902623,920595,938773,957166,975780,994643,1013756,1033143
19,626198,602618,591807,585495,569759,566346,594830,594316,605884,603863,610128,591398,579167,572067,574614,577538,587285,585535,590744,576282,567290,577155,592297,587639,594082,595601,599741,595870,590257,578206,573103,554917,551682,541284,533529,523494,507940,493280,479793,476683,470118,459919,443864,449170,455382,462222,469438,476704,484300,492122,499897,508095,516179,523829,531655,539114,546545,553614,561180,568768,576172,583028,589925,596800,603844,610826,618218,625905,633609,641176,649093,657071,665231,673511,682123,691121,700682,710639,721370,732462,744113,756259,768976,782441,796643,811573,826943,842867,859459,876922,894615,912517,930614,948905,967402,986114,1005047,1024229,1043661
20,635651,626170,607321,595956,587868,572335,578058,605312,602480,612576,609674,615775,594700,581875,575189,580173,585466,592118,587458,592909,575636,573782,583884,597739,593371,600105,601913,606344,602763,597441,585680,580867,562971,560026,549919,542454,532710,517446,503075,489879,487060,480784,470875,455110,460708,467209,474339,481846,489402,497288,505400,513466,521954,530328,538269,546385,554134,561855,569214,577071,584949,592643,599789,606977,614142,621476,628748,636430,644408,652402,660259,668466,676734,685185,693756,702658,711946,721797,732044,743065,754448,766389,778825,791832,805588,820080,835300,850961,867174,884056,901810,919793,937986,956373,974954,993742,1012743,1031967,1051439
21,650257,635305,632583,612255,599074,590835,584140,590437,614206,610542,618718,615920,619721,596841,584654,580454,587622,590127,593017,588045,588503,581848,581294,589648,603810,599750,606791,608907,613645,610372,605356,593903,589398,571809,569172,559371,552214,542777,527821,513758,500869,498357,492389,482787,467330,473235,480044,487481,495295,503158,511352,519772,528145,536940,545622,553870,562294,570350,578378,586045,594209,602395,610396,617850,625345,632817,640459,648039,656028,664313,672615,680779,689294,697869,706627,715505,724715,734310,744469,755023,766352,778042,790290,803034,816348,830412,845211,860739,876707,893227,910417,928478,946769,965268,983963,1002852,1021947,1041256,1060787
22,672028,650621,643386,639224,615714,603119,604671,596519,600267,623820,618115,625991,620480,622716,599431,588669,586266,591595,590999,593757,583508,595721,590338,587670,596364,610866,607146,614527,616983,622061,619128,614453,603340,599175,581925,579628,570168,563351,554254,539638,525915,513366,511194,505566,496304,481187,487432,494581,502359,510513,518716,527250,536009,544722,553858,562879,571468,580231,588627,596996,605003,613507,622033,630374,638168,646003,653816,661797,669717,678046,686672,695313,703818,712672,721588,730686,739904,749454,759389,769888,780783,792451,804481,817070,830153,843808,858211,873350,889218,905526,922387,939917,958318,976948,995788,1014823,1034052,1053487,1073136
23,708394,673909,661507,651548,643217,620124,618260,618142,606267,611599,632527,626323,631701,623610,625753,603268,594005,590504,592782,590841,588775,590811,604975,597509,595223,604299,619184,615847,623611,626449,631909,629359,625066,614335,610553,593686,591771,582694,576259,567544,553311,539970,527803,526014,520769,511889,497155,503782,511314,519473,528010,536596,545512,554654,563749,573268,582671,591642,600788,609567,618318,626707,635594,644502,653226,661402,669620,677815,686179,694481,703193,712201,721224,730111,739348,748646,758127,767728,777660,787978,798859,810136,822187,834599,847570,861036,875073,889859,905381,921631,938322,955565,973477,992260,1011273,1030496,1049913,1069524,1089342
24,736842,711755,687440,671445,655410,647284,634739,632707,628144,616494,620643,641705,632953,635226,626406,629620,607703,597963,591632,591788,586919,596182,600986,612496,605431,603546,613024,628310,625373,633538,636778,642639,640490,636598,626269,622887,606421,604908,596231,590197,581884,568052,555112,543347,541959,537114,528636,514303,521331,529264,537825,546762,555749,565066,574610,584106,594025,603830,613202,622750,631929,641082,649872,659160,668469,677594,686171,694790,703386,712151,720855,729967,739376,748801,758090,767728,777427,787308,797310,807643,818362,829645,841323,853775,866589,879961,893828,908266,923453,939376,956027,973119,990763,1009076,1028261,1047675,1067299,1087117,1107129
25,779198,741177,727842,699874,676101,659365,662435,648469,642999,639200,625221,629785,648419,636172,638292,629535,634033,610365,598620,589181,588548,593948,606563,608758,620682,614032,612562,622454,638154,635632,644212,647866,654142,652407,648930,639015,636048,619997,618897,610635,605016,597118,583699,571174,559823,558850,554420,546356,532437,539880,548227,557203,566555,575956,585688,595646,605557,615891,626110,635896,645858,655452,665020,674224,683927,693650,703190,712181,721215,730225,739405,748523,758050,767874,777713,787416,797469,807582,817878,828295,839042,850176,861872,873965,886832,900060,913847,928128,942981,958582,974920,991985,1009492,1027551,1046278,1065877,1085706,1105744,1125977
26,828619,784070,758879,742299,706101,680250,674244,675718,658216,654087,648230,634573,636582,651427,638904,642436,632522,636390,610326,594222,586447,595757,604837,614538,617158,629508,623283,622238,632556,648681,646585,655590,659669,666370,665060,662009,652519,649977,634352,633678,625841,620647,613174,600181,588081,577156,576607,572603,564965,551471,559339,568112,577512,587290,597117,607274,617657,627993,638752,649397,659609,669996,680015,690008,699638,709766,719915,729880,739296,748755,758191,767796,777339,787292,797541,807806,817934,828412,838950,849672,860514,871686,883245,895367,907886,921177,934831,949043,963750,979028,995055,1011817,1029308,1047240,1065724,1084877,1104902,1125156,1145619
27,865010,833458,802546,774121,749309,710814,695657,686628,684263,668204,662630,657302,641031,639283,653944,642007,645936,634599,636742,604340,592800,593962,606182,612738,622860,625902,638673,632869,632246,642985,659532,657857,667283,671784,678907,678018,675388,666319,664199,648995,648742,641327,636554,629503,616931,605253,594749,594622,591039,583822,570749,579039,588233,598055,608254,618502,629080,639885,650643,661823,672889,683523,694331,704772,715186,725237,735786,746357,756743,766581,776461,786319,796345,806309,816684,827354,838040,848589,859489,870449,881592,892855,904449,916430,928973,941913,955626,969701,984334,999463,1015162,1031610,1048794,1066707,1085059,1103965,1123540,1143985,1164661
28,869634,871629,853201,819944,783404,756052,727577,709491,694690,693946,677576,671234,663290,643403,641855,657178,644515,647713,635013,630071,603690,600518,604263,614649,621656,632230,635723,648946,643594,643422,654613,671612,670388,680266,685218,692792,692356,690177,681560,679891,665138,665338,658374,654053,647453,635333,624106,614053,614378,611247,604481,591860,600601,610247,620521,631171,641871,652901,664157,675366,686999,698516,709601,720861,731753,742619,753122,764122,775144,785982,796272,806604,816913,827391,837807,848632,859754,870892,881893,893244,904656,916250,927965,940011,952443,965438,978829,992993,1007520,1022605,1038185,1054336,1071235,1088871,1107235,1126040,1145397,1165423,1186320
29,883668,875739,891228,868826,828270,789630,772050,739773,716429,701935,701007,685561,676818,665331,645791,644695,659634,646532,647793,627765,629860,611485,610091,611975,622772,630191,641176,645081,658715,653774,654014,665615,683025,682213,692502,697866,705851,705826,704058,695853,694596,680254,680864,674312,670402,664213,652505,641689,632048,632784,630064,623710,611500,620653,630710,641395,652456,663567,675009,686676,698297,710340,722269,733765,745437,756740,768017,778931,790343,801777,813026,823727,834470,845190,856079,866907,878144,889677,901226,912638,924400,936224,948229,960355,972812,985656,999062,1012864,1027440,1042378,1057874,1073866,1090428,1107739,1125786,1144561,1163777,1183546,1203983
30,900924,890629,895245,908357,877287,834848,806212,785652,746600,723586,708916,708941,690730,678538,667346,648456,646636,661682,646752,640573,628267,637987,620619,617989,620294,631512,639352,650759,655085,669140,664620,665281,677304,695136,694744,705455,711240,719647,720042,718696,710912,710076,696155,697187,691056,687567,681800,670512,660118,650898,652055,649756,643823,632035,641609,652087,663193,674676,686208,698071,710159,722201,734666,747016,758933,771026,782751,794449,805785,817618,829472,841143,852265,863429,874570,885881,897130,908788,920742,932713,944546,956730,968974,981401,993948,1006826,1020091,1033918,1048142,1063139,1078498,1094416,1110828,1127812,1145544,1164012,1183209,1202846,1223036
31,893166,906049,906781,908177,914972,880861,848598,816391,791110,751830,727308,716312,714079,692273,680181,669475,650448,648958,661651,639502,641388,635933,646403,626967,624675,627319,638876,647055,658800,663464,677858,673677,674676,687038,705208,705155,716204,722328,731073,731807,730800,723354,722856,709275,710645,704852,701702,696273,685324,675269,666387,667883,665922,660328,648878,658790,669607,681052,692874,704744,716946,729373,741753,754556,767245,779501,791932,803996,816032,827706,839878,852071,864080,875541,887044,898524,910173,921760,933757,946050,958358,970531,983053,995636,1008401,1021287,1034504,1048107,1062273,1076835,1092171,1107869,1124125,1140876,1158198,1176268,1195075,1214610,1234586
32,921367,896733,918756,916517,911436,917044,891104,855534,819346,794814,753237,734319,720876,715538,693458,681886,670717,652430,649095,655408,640417,648946,643835,651215,632035,630000,632901,644715,653150,665152,670073,684723,680799,682055,694673,713100,713303,724609,730989,739991,740982,740231,733042,732801,719476,721103,715567,712674,707501,696809,687010,678385,680137,678434,673096,661903,672072,683145,694847,706925,719052,731510,744194,756831,769891,782836,795348,808036,820356,832650,844580,857009,869458,881724,893441,905201,916938,928843,940687,952941,965490,978056,990484,1003263,1016103,1029125,1042267,1055741,1069600,1084023,1098842,1114434,1130389,1146901,1163909,1181488,1199815,1218879,1238670
33,907912,926071,909430,928570,920311,913405,927496,897100,858065,822683,795912,759793,738827,722073,716830,694656,683056,672536,652402,643652,656863,647487,656413,648556,656187,637260,635477,638629,650694,659382,671635,676808,691710,688038,689545,702415,721094,721549,733107,739739,748993,750235,749736,742799,742810,729736,731615,726331,723689,718769,708328,698781,690408,692412,690960,685874,674933,685353,696679,708632,720962,733341,746051,758986,771875,785187,798384,811148,824088,836660,849205,861387,874067,886769,899286,911255,923267,935255,947412,959508,972013,984815,997632,1010313,1023343,1036434,1049708,1063102,1076828,1090939,1105614,1120684,1136529,1152735,1169499,1186759,1204589,1223168,1242484
34,914821,913686,938166,918845,931974,922453,922752,933969,899375,861703,824202,801901,764214,739783,722978,718039,695415,684894,672541,647011,644714,663770,654308,661056,653446,661326,642646,641110,644510,656823,665758,678259,683679,698829,695404,697160,710278,729204,729907,741712,748591,758093,759583,759332,752642,752900,740075,742201,737164,734770,730097,719905,710605,702480,704731,703527,698689,687995,698663,710236,722437,735015,747641,760599,773782,786918,800478,813922,826934,840122,852941,865734,878164,891092,904041,916806,929023,941281,953517,965923,978266,991019,1004068,1017133,1030061,1043339,1056678,1070199,1083841,1097814,1112173,1127095,1142414,1158506,1174959,1191971,1209478,1227556,1246383
35,943840,919819,925838,947186,922657,933893,931738,928730,936890,902528,862572,829672,806028,765110,741009,723845,718861,696965,685014,667278,648310,651300,670257,658813,665801,658432,666551,648112,646817,650457,663010,672185,684926,690587,705977,702793,704788,718146,737313,738256,750302,757421,767163,768893,768882,762433,762931,750346,752713,747916,745763,741330,731377,722318,714433,716925,715961,711363,700910,711818,723631,736072,748890,761757,774955,788378,801755,815554,829239,842492,855919,868979,882012,894682,907850,921040,934045,946502,959001,971477,984123,996706,1009699,1022989,1036294,1049462,1062981,1076560,1090322,1104204,1118417,1133016,1148179,1163737,1180069,1196763,1214016,1231763,1250081
36,946489,950576,933625,937952,953039,927222,945180,940224,933729,942128,905540,867619,833437,806726,765659,741912,724286,720821,696978,681128,668732,654236,657254,675857,664711,671998,664928,673346,655205,654209,658147,670999,680473,693513,699472,715161,712275,714570,728226,747691,748933,761278,768696,778736,780765,781053,774902,775699,763413,766078,761580,759725,755591,745937,737177,729590,732381,731716,727416,717262,728469,740580,753320,766437,779602,793099,806821,820496,834594,848578,862129,875855,889214,902545,915514,928981,942469,955773,968529,981326,994101,1007045,1019928,1033219,1046807,1060411,1073878,1087695,1101573,1115634,1129814,1144326,1159224,1174685,1190543,1207173,1224166,1241717,1259763
37,958492,951090,960927,943903,943006,956367,937780,952376,944329,938132,944130,910056,871033,833639,807208,765861,742259,725890,720776,693606,682175,674296,659766,661985,680840,669947,677486,670668,679339,661450,660706,664897,678001,687727,701020,707231,723173,720539,723086,736994,756712,758206,770803,778473,788766,791048,791587,785689,786738,774704,777622,773376,771774,767892,758490,749982,742648,745691,745278,741231,731328,742788,755152,768144,781513,794931,808679,822654,836581,850932,865168,878971,892950,906561,920144,933366,947085,960825,974381,987390,1000440,1013467,1026663,1039798,1053342,1067182,1081038,1094758,1108827,1122957,1137270,1151703,1166467,1181618,1197331,1213441,1230324,1247569,1265372
38,906125,962393,960446,968518,948261,946183,966067,944598,955700,947990,939840,948332,912952,871157,834054,807330,765795,743989,725693,718130,694653,687364,679184,664016,666461,685543,674877,682643,676051,684949,667287,666769,671187,684518,694471,707990,714428,730596,728189,730962,745098,765042,766763,779586,787483,798003,800511,801277,795605,796882,785074,788218,784200,782824,779169,769994,761712,754605,757874,757688,753867,744192,755878,768469,781687,795283,808927,822903,837104,851258,865835,880298,894328,908533,922371,936181,949629,963575,977542,991325,1004560,1017836,1031090,1044513,1057875,1071645,1085712,1099795,1113741,1128037,1142394,1156933,1171593,1186584,1201961,1217901,1234237,1251347,1268819
39,879771,909178,972098,967946,971570,951764,956854,972753,948291,959107,949399,943595,951165,912804,871203,833831,807054,767068,743730,723110,719002,699467,691735,683316,668368,671034,690336,679890,687877,681506,690623,673182,672884,677523,691074,701247,714986,721645,738033,735847,738841,753196,773361,775302,788346,796463,807203,809932,810919,805467,806964,795377,798741,794943,793787,790352,781398,773337,766450,769940,769974,766374,756918,768825,781636,795075,808891,822756,836951,851373,865748,880545,895228,909479,923904,937962,951993,965661,979827,994015,1008018,1021473,1034970,1048445,1062088,1075670,1089661,1103948,1118251,1132418,1146934,1161511,1176271,1191151,1206363,1221960,1238120,1254677,1272007
40,867729,882067,917270,979671,971104,973743,962193,964034,975932,951856,960310,953207,945705,950732,912484,870791,833227,808091,766871,741417,723448,723466,703590,695613,687400,672660,675532,695042,684802,692996,686831,696156,678921,678831,683676,697434,707814,721760,728626,745221,743241,746441,761004,781375,783524,796774,805099,816045,818980,820174,814929,816633,805252,808824,805232,804284,801056,792308,784454,777773,781470,781711,778318,769069,781183,794201,807847,821869,835941,850344,864972,879553,894558,909448,923905,938537,952802,967039,980915,995288,1009682,1023892,1037554,1051258,1064939,1078789,1092578,1106776,1121270,1135780,1150153,1164876,1179660,1194627,1209714,1225132,1240936,1257304,1274067
41,841105,869171,889600,923565,983004,973231,980236,969156,968120,979184,953006,963786,955513,945247,950153,911851,870131,833979,807492,764338,741944,727487,727195,707121,699332,691308,676755,679817,699514,689463,697845,691869,701382,684335,684433,689467,703413,713981,728116,735170,751953,750162,753551,768302,788861,791198,804636,813149,824284,827408,828790,823733,825625,814433,818193,814790,814029,810990,802430,794764,788272,792157,792586,789382,780321,792623,805829,819664,833875,848135,862726,877542,892312,907505,922583,937228,952049,966502,980928,994992,1009553,1024135,1038534,1052384,1066276,1080146,1094185,1108161,1122548,1137230,1151928,1166490,1181401,1196374,1211529,1226804,1242411,1258403,1274959
42,820941,842516,875888,895310,925982,985695,979649,984960,973216,972222,980248,956333,965669,955105,944551,949191,910933,870585,833206,804929,765085,745668,730832,730524,710627,703016,695170,680795,684033,703908,694035,702594,696796,706486,689617,689893,695104,709228,719973,734286,741517,758478,756864,760430,775359,796096,798610,812226,820917,832229,835531,837090,832211,834281,823266,827203,823978,823395,820533,812151,804662,798348,802411,803017,799990,791107,803586,816970,830982,845371,859809,874577,889571,904518,919889,935145,949967,964966,979596,994200,1008441,1023180,1037940,1052516,1066544,1080613,1094660,1108877,1123031,1137595,1152455,1167330,1182070,1197159,1212309,1227641,1243094,1258878,1275048
