age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
13,565951,564359,576103,574651,578284,560460,553021,551938,557633,559950,564733,566121,577668,567956,562296,565648,570184,565035,569063,572003,575758,570894,564423,551189,544771,525137,520322,508209,498607,486607,468976,452130,436356,430868,421838,409092,390412,393095,396514,400387,404456,408391,412467,416575,420438,424524,428291,431417,434511,437026,439301,441000,442982,444772,446166,446807,447289,447552,447789,447772,447975,448286,448425,448239,448216,448065,447908,447680,447585,447675,448121,448751,449938,451264,452921,454840,457093,459850,463095,466813,470709,474891,479466,484632,489736,494754,499667,504470,509171,513774,518280,522714,527072,531372,535643,539897,544170,548486,552881
14,544761,568358,566610,578992,578169,582015,566019,558684,556355,561392,563250,566488,567354,578507,568077,562006,565934,571168,565871,573180,574688,577971,573577,566914,553680,547262,527628,522813,510700,501098,489098,471467,454621,438847,433359,424329,411583,392903,395586,399005,402878,406947,410882,414958,419066,422929,427015,430782,433908,437002,439517,441792,443491,445473,447263,448657,449298,449780,450043,450280,450263,450466,450777,450916,450730,450707,450556,450399,450171,450076,450166,450612,451242,452429,453755,455412,457331,459584,462341,465586,469304,473200,477382,481957,487123,492227,497245,502158,506961,511662,516265,520771,525205,529563,533863,538134,542388,546661,550977
15,559012,547025,570882,569709,582731,581012,587212,571616,563539,560238,564605,565211,567577,568252,579057,567907,562182,566861,572210,570115,575894,576880,580898,576112,569449,556215,549797,530163,525348,513235,503633,491633,474002,457156,441382,435894,426864,414118,395438,398121,401540,405413,409482,413417,417493,421601,425464,429550,433317,436443,439537,442052,444327,446026,448008,449798,451192,451833,452315,452578,452815,452798,453001,453312,453451,453265,453242,453091,452934,452706,452611,452701,453147,453777,454964,456290,457947,459866,462119,464876,468121,471839,475735,479917,484492,489658,494762,499780,504693,509496,514197,518800,523306,527740,532098,536398,540669,544923,549196
16,578356,559983,549909,574567,573866,585817,585422,592699,576646,567923,563391,566829,566463,568447,569082,579513,568641,563617,568006,574780,572808,578392,580241,583611,578825,572162,558928,552510,532876,528061,515948,506346,494346,476715,459869,444095,438607,429577,416831,398151,400834,404253,408126,412195,416130,420206,424314,428177,432263,436030,439156,442250,444765,447040,448739,450721,452511,453905,454546,455028,455291,455528,455511,455714,456025,456164,455978,455955,455804,455647,455419,455324,455414,455860,456490,457677,459003,460660,462579,464832,467589,470834,474552,478448,482630,487205,492371,497475,502493,507406,512209,516910,521513,526019,530453,534811,539111,543382,547636
17,586101,579525,561513,554212,579441,577712,590672,590575,597942,581230,571802,566265,568311,567946,569765,570420,581989,570790,565389,569673,580417,576342,582548,583468,586838,582052,575389,562155,555737,536103,531288,519175,509573,497573,479942,463096,447322,441834,432804,420058,401378,404061,407480,411353,415422,419357,423433,427541,431404,435490,439257,442383,445477,447992,450267,451966,453948,455738,457132,457773,458255,458518,458755,458738,458941,459252,459391,459205,459182,459031,458874,458646,458551,458641,459087,459717,460904,462230,463887,465806,468059,470816,474061,477779,481675,485857,490432,495598,500702,505720,510633,515436,520137,524740,529246,533680,538038,542338,546609
18,601777,588055,582069,566152,560832,585235,584895,598015,597142,604124,586324,575809,568901,570728,570722,575369,579330,586873,574707,566163,569708,586339,581658,587783,588703,592073,587287,580624,567390,560972,541338,536523,524410,514808,502808,485177,468331,452557,447069,438039,425293,406613,409296,412715,416588,420657,424592,428668,432776,436639,440725,444492,447618,450712,453227,455502,457201,459183,460973,462367,463008,463490,463753,463990,463973,464176,464487,464626,464440,464417,464266,464109,463881,463786,463876,464322,464952,466139,467465,469122,471041,473294,476051,479296,483014,486910,491092,495667,500833,505937,510955,515868,520671,525372,529975,534481,538915,543273,547573
19,626198,602618,591807,585495,569759,566346,594830,594316,605884,603863,610128,591398,579167,572067,574614,577538,587285,585535,590744,576282,567290,577155,592297,587639,593764,594684,598054,593268,586605,573371,566953,547319,542504,530391,520789,508789,491158,474312,458538,453050,444020,431274,412594,415277,418696,422569,426638,430573,434649,438757,442620,446706,450473,453599,456693,459208,461483,463182,465164,466954,468348,468989,469471,469734,469971,469954,470157,470468,470607,470421,470398,470247,470090,469862,469767,469857,470303,470933,472120,473446,475103,477022,479275,482032,485277,488995,492891,497073,501648,506814,511918,516936,521849,526652,531353,535956,540462,544896,549254
20,635651,626170,607321,595956,587868,572335,578058,605312,602480,612576,609674,615775,594700,581875,575189,580173,585466,592118,587458,592909,575636,573782,583884,597739,593081,599206,600126,603496,598710,592047,578813,572395,552761,547946,535833,526231,514231,496600,479754,463980,458492,449462,436716,418036,420719,424138,428011,432080,436015,440091,444199,448062,452148,455915,459041,462135,464650,466925,468624,470606,472396,473790,474431,474913,475176,475413,475396,475599,475910,476049,475863,475840,475689,475532,475304,475209,475299,475745,476375,477562,478888,480545,482464,484717,487474,490719,494437,498333,502515,507090,512256,517360,522378,527291,532094,536795,541398,545904,550338
21,650257,635305,632583,612255,599074,590835,584140,590437,614206,610542,618718,615920,619721,596841,584654,580454,587622,590127,593017,588045,588503,581848,581294,589648,603503,598845,604970,605890,609260,604474,597811,584577,578159,558525,553710,541597,531995,519995,502364,485518,469744,464256,455226,442480,423800,426483,429902,433775,437844,441779,445855,449963,453826,457912,461679,464805,467899,470414,472689,474388,476370,478160,479554,480195,480677,480940,481177,481160,481363,481674,481813,481627,481604,481453,481296,481068,480973,481063,481509,482139,483326,484652,486309,488228,490481,493238,496483,500201,504097,508279,512854,518020,523124,528142,533055,537858,542559,547162,551668
22,672028,650621,643386,639224,615714,603119,604671,596519,600267,623820,618115,625991,620480,622716,599431,588669,586266,591595,590999,593757,583508,595721,590338,587670,596024,609879,605221,611346,612266,615636,610850,604187,590953,584535,564901,560086,547973,538371,526371,508740,491894,476120,470632,461602,448856,430176,432859,436278,440151,444220,448155,452231,456339,460202,464288,468055,471181,474275,476790,479065,480764,482746,484536,485930,486571,487053,487316,487553,487536,487739,488050,488189,488003,487980,487829,487672,487444,487349,487439,487885,488515,489702,491028,492685,494604,496857,499614,502859,506577,510473,514655,519230,524396,529500,534518,539431,544234,548935,553538
23,708394,673909,661507,651548,643217,620124,618260,618142,606267,611599,632527,626323,631701,623610,625753,603268,594005,590504,592782,590841,588775,590811,604975,597509,594841,603195,617050,612392,618517,619437,622807,618021,611358,598124,591706,572072,567257,555144,545542,533542,515911,499065,483291,477803,468773,456027,437347,440030,443449,447322,451391,455326,459402,463510,467373,471459,475226,478352,481446,483961,486236,487935,489917,491707,493101,493742,494224,494487,494724,494707,494910,495221,495360,495174,495151,495000,494843,494615,494520,494610,495056,495686,496873,498199,499856,501775,504028,506785,510030,513748,517644,521826,526401,531567,536671,541689,546602,551405,556106
24,736842,711755,687440,671445,655410,647284,634739,632707,628144,616494,620643,641705,632953,635226,626406,629620,607703,597963,591632,591788,586919,596182,600986,612496,605030,602362,610716,624571,619913,626038,626958,630328,625542,618879,605645,599227,579593,574778,562665,553063,541063,523432,506586,490812,485324,476294,463548,444868,447551,450970,454843,458912,462847,466923,471031,474894,478980,482747,485873,488967,491482,493757,495456,497438,499228,500622,501263,501745,502008,502245,502228,502431,502742,502881,502695,502672,502521,502364,502136,502041,502131,502577,503207,504394,505720,507377,509296,511549,514306,517551,521269,525165,529347,533922,539088,544192,549210,554123,558926
25,779198,741177,727842,699874,676101,659365,662435,648469,642999,639200,625221,629785,648419,636172,638292,629535,634033,610365,598620,589181,588548,593948,606563,608758,620268,612802,610134,618488,632343,627685,633810,634730,638100,633314,626651,613417,606999,587365,582550,570437,560835,548835,531204,514358,498584,493096,484066,471320,452640,455323,458742,462615,466684,470619,474695,478803,482666,486752,490519,493645,496739,499254,501529,503228,505210,507000,508394,509035,509517,509780,510017,510000,510203,510514,510653,510467,510444,510293,510136,509908,509813,509903,510349,510979,512166,513492,515149,517068,519321,522078,525323,529041,532937,537119,541694,546860,551964,556982,561895
26,828619,784070,758879,742299,706101,680250,674244,675718,658216,654087,648230,634573,636582,651427,638904,642436,632522,636390,610326,594222,586447,595757,604837,614538,616733,628243,620777,618109,626463,640318,635660,641785,642705,646075,641289,634626,621392,614974,595340,590525,578412,568810,556810,539179,522333,506559,501071,492041,479295,460615,463298,466717,470590,474659,478594,482670,486778,490641,494727,498494,501620,504714,507229,509504,511203,513185,514975,516369,517010,517492,517755,517992,517975,518178,518489,518628,518442,518419,518268,518111,517883,517788,517878,518324,518954,520141,521467,523124,525043,527296,530053,533298,537016,540912,545094,549669,554835,559939,564957
27,865010,833458,802546,774121,749309,710814,695657,686628,684263,668204,662630,657302,641031,639283,653944,642007,645936,634599,636742,604340,592800,593962,606182,612738,622439,624634,636144,628678,626010,634364,648219,643561,649686,650606,653976,649190,642527,629293,622875,603241,598426,586313,576711,564711,547080,530234,514460,508972,499942,487196,468516,471199,474618,478491,482560,486495,490571,494679,498542,502628,506395,509521,512615,515130,517405,519104,521086,522876,524270,524911,525393,525656,525893,525876,526079,526390,526529,526343,526320,526169,526012,525784,525689,525779,526225,526855,528042,529368,531025,532944,535197,537954,541199,544917,548813,552995,557570,562736,567840
28,869634,871629,853201,819944,783404,756052,727577,709491,694690,693946,677576,671234,663290,643403,641855,657178,644515,647713,635013,630071,603690,600518,604263,614649,621205,630906,633101,644611,637145,634477,642831,656686,652028,658153,659073,662443,657657,650994,637760,631342,611708,606893,594780,585178,573178,555547,538701,522927,517439,508409,495663,476983,479666,483085,486958,491027,494962,499038,503146,507009,511095,514862,517988,521082,523597,525872,527571,529553,531343,532737,533378,533860,534123,534360,534343,534546,534857,534996,534810,534787,534636,534479,534251,534156,534246,534692,535322,536509,537835,539492,541411,543664,546421,549666,553384,557280,561462,566037,571203
29,883668,875739,891228,868826,828270,789630,772050,739773,716429,701935,701007,685561,676818,665331,645791,644695,659634,646532,647793,627765,629860,611485,610091,611975,622361,628917,638618,640813,652323,644857,642189,650543,664398,659740,665865,666785,670155,665369,658706,645472,639054,619420,614605,602492,592890,580890,563259,546413,530639,525151,516121,503375,484695,487378,490797,494670,498739,502674,506750,510858,514721,518807,522574,525700,528794,531309,533584,535283,537265,539055,540449,541090,541572,541835,542072,542055,542258,542569,542708,542522,542499,542348,542191,541963,541868,541958,542404,543034,544221,545547,547204,549123,551376,554133,557378,561096,564992,569174,573749
30,900924,890629,895245,908357,877287,834848,806212,785652,746600,723586,708916,708941,690730,678538,667346,648456,646636,661682,646752,640573,628267,637987,620619,617989,619873,630259,636815,646516,648711,660221,652755,650087,658441,672296,667638,673763,674683,678053,673267,666604,653370,646952,627318,622503,610390,600788,588788,571157,554311,538537,533049,524019,511273,492593,495276,498695,502568,506637,510572,514648,518756,522619,526705,530472,533598,536692,539207,541482,543181,545163,546953,548347,548988,549470,549733,549970,549953,550156,550467,550606,550420,550397,550246,550089,549861,549766,549856,550302,550932,552119,553445,555102,557021,559274,562031,565276,568994,572890,577072
31,893166,906049,906781,908177,914972,880861,848598,816391,791110,751830,727308,716312,714079,692273,680181,669475,650448,648958,661651,639502,641388,635933,646403,626967,624337,626221,636607,643163,652864,655059,666569,659103,656435,664789,678644,673986,680111,681031,684401,679615,672952,659718,653300,633666,628851,616738,607136,595136,577505,560659,544885,539397,530367,517621,498941,501624,505043,508916,512985,516920,520996,525104,528967,533053,536820,539946,543040,545555,547830,549529,551511,553301,554695,555336,555818,556081,556318,556301,556504,556815,556954,556768,556745,556594,556437,556209,556114,556204,556650,557280,558467,559793,561450,563369,565622,568379,571624,575342,579238
32,921367,896733,918756,916517,911436,917044,891104,855534,819346,794814,753237,734319,720876,715538,693458,681886,670717,652430,649095,655408,640417,648946,643835,651215,631779,629149,631033,641419,647975,657676,659871,671381,663915,661247,669601,683456,678798,684923,685843,689213,684427,677764,664530,658112,638478,633663,621550,611948,599948,582317,565471,549697,544209,535179,522433,503753,506436,509855,513728,517797,521732,525808,529916,533779,537865,541632,544758,547852,550367,552642,554341,556323,558113,559507,560148,560630,560893,561130,561113,561316,561627,561766,561580,561557,561406,561249,561021,560926,561016,561462,562092,563279,564605,566262,568181,570434,573191,576436,580154
33,907912,926071,909430,928570,920311,913405,927496,897100,858065,822683,795912,759793,738827,722073,716830,694656,683056,672536,652402,643652,656863,647487,656413,648556,655936,636500,633870,635754,646140,652696,662397,664592,676102,668636,665968,674322,688177,683519,689644,690564,693934,689148,682485,669251,662833,643199,638384,626271,616669,604669,587038,570192,554418,548930,539900,527154,508474,511157,514576,518449,522518,526453,530529,534637,538500,542586,546353,549479,552573,555088,557363,559062,561044,562834,564228,564869,565351,565614,565851,565834,566037,566348,566487,566301,566278,566127,565970,565742,565647,565737,566183,566813,568000,569326,570983,572902,575155,577912,581157
34,914821,913686,938166,918845,931974,922453,922752,933969,899375,861703,824202,801901,764214,739783,722978,718039,695415,684894,672541,647011,644714,663770,654308,661056,653199,660579,641143,638513,640397,650783,657339,667040,669235,680745,673279,670611,678965,692820,688162,694287,695207,698577,693791,687128,673894,667476,647842,643027,630914,621312,609312,591681,574835,559061,553573,544543,531797,513117,515800,519219,523092,527161,531096,535172,539280,543143,547229,550996,554122,557216,559731,562006,563705,565687,567477,568871,569512,569994,570257,570494,570477,570680,570991,571130,570944,570921,570770,570613,570385,570290,570380,570826,571456,572643,573969,575626,577545,579798,582555
35,943840,919819,925838,947186,922657,933893,931738,928730,936890,902528,862572,829672,806028,765110,741009,723845,718861,696965,685014,667278,648310,651300,670257,658813,665561,657704,665084,645648,643018,644902,655288,661844,671545,673740,685250,677784,675116,683470,697325,692667,698792,699712,703082,698296,691633,678399,671981,652347,647532,635419,625817,613817,596186,579340,563566,558078,549048,536302,517622,520305,523724,527597,531666,535601,539677,543785,547648,551734,555501,558627,561721,564236,566511,568210,570192,571982,573376,574017,574499,574762,574999,574982,575185,575496,575635,575449,575426,575275,575118,574890,574795,574885,575331,575961,577148,578474,580131,582050,584303
36,946489,950576,933625,937952,953039,927222,945180,940224,933729,942128,905540,867619,833437,806726,765659,741912,724286,720821,696978,681128,668732,654236,657254,675857,664413,671161,663304,670684,651248,648618,650502,660888,667444,677145,679340,690850,683384,680716,689070,702925,698267,704392,705312,708682,703896,697233,683999,677581,657947,653132,641019,631417,619417,601786,584940,569166,563678,554648,541902,523222,525905,529324,533197,537266,541201,545277,549385,553248,557334,561101,564227,567321,569836,572111,573810,575792,577582,578976,579617,580099,580362,580599,580582,580785,581096,581235,581049,581026,580875,580718,580490,580395,580485,580931,581561,582748,584074,585731,587650
37,958492,951090,960927,943903,943006,956367,937780,952376,944329,938132,944130,910056,871033,833639,807208,765861,742259,725890,720776,693606,682175,674296,659766,661985,680588,669144,675892,668035,675415,655979,653349,655233,665619,672175,681876,684071,695581,688115,685447,693801,707656,702998,709123,710043,713413,708627,701964,688730,682312,662678,657863,645750,636148,624148,606517,589671,573897,568409,559379,546633,527953,530636,534055,537928,541997,545932,550008,554116,557979,562065,565832,568958,572052,574567,576842,578541,580523,582313,583707,584348,584830,585093,585330,585313,585516,585827,585966,585780,585757,585606,585449,585221,585126,585216,585662,586292,587479,588805,590462
38,906125,962393,960446,968518,948261,946183,966067,944598,955700,947990,939840,948332,912952,871157,834054,807330,765795,743989,725693,718130,694653,687364,679184,664016,666235,684838,673394,680142,672285,679665,660229,657599,659483,669869,676425,686126,688321,699831,692365,689697,698051,711906,707248,713373,714293,717663,712877,706214,692980,686562,666928,662113,650000,640398,628398,610767,593921,578147,572659,563629,550883,532203,534886,538305,542178,546247,550182,554258,558366,562229,566315,570082,573208,576302,578817,581092,582791,584773,586563,587957,588598,589080,589343,589580,589563,589766,590077,590216,590030,590007,589856,589699,589471,589376,589466,589912,590542,591729,593055
39,879771,909178,972098,967946,971570,951764,956854,972753,948291,959107,949399,943595,951165,912804,871203,833831,807054,767068,743730,723110,719002,699467,691735,683316,668148,670367,688970,677526,684274,676417,683797,664361,661731,663615,674001,680557,690258,692453,703963,696497,693829,702183,716038,711380,717505,718425,721795,717009,710346,697112,690694,671060,666245,654132,644530,632530,614899,598053,582279,576791,567761,555015,536335,539018,542437,546310,550379,554314,558390,562498,566361,570447,574214,577340,580434,582949,585224,586923,588905,590695,592089,592730,593212,593475,593712,593695,593898,594209,594348,594162,594139,593988,593831,593603,593508,593598,594044,594674,595861
40,867729,882067,917270,979671,971104,973743,962193,964034,975932,951856,960310,953207,945705,950732,912484,870791,833227,808091,766871,741417,723448,723466,703590,695613,687194,672026,674245,692848,681404,688152,680295,687675,668239,665609,667493,677879,684435,694136,696331,707841,700375,697707,706061,719916,715258,721383,722303,725673,720887,714224,700990,694572,674938,670123,658010,648408,636408,618777,601931,586157,580669,571639,558893,540213,542896,546315,550188,554257,558192,562268,566376,570239,574325,578092,581218,584312,586827,589102,590801,592783,594573,595967,596608,597090,597353,597590,597573,597776,598087,598226,598040,598017,597866,597709,597481,597386,597476,597922,598552
41,841105,869171,889600,923565,983004,973231,980236,969156,968120,979184,953006,963786,955513,945247,950153,911851,870131,833979,807492,764338,741944,727487,727195,707121,699144,690725,675557,677776,696379,684935,691683,683826,691206,671770,669140,671024,681410,687966,697667,699862,711372,703906,701238,709592,723447,718789,724914,725834,729204,724418,717755,704521,698103,678469,673654,661541,651939,639939,622308,605462,589688,584200,575170,562424,543744,546427,549846,553719,557788,561723,565799,569907,573770,577856,581623,584749,587843,590358,592633,594332,596314,598104,599498,600139,600621,600884,601121,601104,601307,601618,601757,601571,601548,601397,601240,601012,600917,601007,601453
42,820941,842516,875888,895310,925982,985695,979649,984960,973216,972222,980248,956333,965669,955105,944551,949191,910933,870585,833206,804929,765085,745668,730832,730524,710450,702473,694054,678886,681105,699708,688264,695012,687155,694535,675099,672469,674353,684739,691295,700996,703191,714701,707235,704567,712921,726776,722118,728243,729163,732533,727747,721084,707850,701432,681798,676983,664870,655268,643268,625637,608791,593017,587529,578499,565753,547073,549756,553175,557048,561117,565052,569128,573236,577099,581185,584952,588078,591172,593687,595962,597661,599643,601433,602827,603468,603950,604213,604450,604433,604636,604947,605086,604900,604877,604726,604569,604341,604246,604336
43,785370,822547,849333,881070,897310,927666,992492,984337,987426,977076,973900,983109,958096,965223,954408,943493,948160,911068,869464,831055,805565,768403,748543,734018,733710,713636,705659,697240,682072,684291,702894,691450,698198,690341,697721,678285,675655,677539,687925,694481,704182,706377,717887,710421,707753,716107,729962,725304,731429,732349,735719,730933,724270,711036,704618,684984,680169,668056,658454,646454,628823,611977,596203,590715,581685,568939,550259,552942,556361,560234,564303,568238,572314,576422,580285,584371,588138,591264,594358,596873,599148,600847,602829,604619,606013,606654,607136,607399,607636,607619,607822,608133,608272,608086,608063,607912,607755,607527,607432
