age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
10,566374,565920,547054,537956,537418,542326,545130,552693,558196,571096,564793,561023,565982,570929,565198,568351,567324,569271,562764,557192,544309,537368,517693,512878,500731,491062,478966,461210,444213,428262,422575,413324,400336,381396,379672,378660,378061,377615,377002,376484,375956,375165,374541,373592,372042,370444,368323,365986,363153,360562,357811,354736,351052,347180,343075,338895,334460,330148,325865,321395,316624,311926,307080,302180,297177,292224,287354,282690,278100,273847,269627,265577,261642,257866,254361,251106,248083,245088,242188,239452,236999,234485,231893,229213,226443,223589,220652,217634,214547,211388,208168,204900,201589,198250,194893,191532,188163,184791,181426
11,571769,568684,569499,551622,542931,541177,547924,551007,557461,561199,574185,566859,561945,566055,570683,564759,568083,567812,569337,566257,560013,546219,539820,520186,515337,503157,493455,481326,463537,446507,430523,424802,415517,402496,383523,381766,380721,380089,379610,378963,378411,377851,377027,376369,375387,373804,372172,370018,367648,364781,362158,359373,356265,352548,348643,344504,340291,335823,331477,327162,322658,317854,313122,308243,303310,298274,293287,288385,283687,279064,274777,270525,266441,262473,258664,255125,251837,248781,245753,242819,240050,237564,235016,232391,229678,226875,223988,221017,217966,214846,211654,208400,205099,201755,198383,194992,191598,188196,184791
12,562281,573863,571180,573595,556540,547135,546663,553371,555780,561491,563954,576443,567704,562246,566021,570232,564478,568576,568025,573063,568876,561956,548709,542291,522624,517742,505529,495795,483632,465810,448747,432730,426976,417659,404605,385599,383809,382731,382066,381553,380874,380289,379696,378839,378148,377133,375517,373853,371665,369262,366363,363706,360889,357748,353997,350060,345888,341642,337141,332762,328414,323877,319040,314275,309363,304397,299328,294309,289373,284642,279987,275667,271382,267265,263264,259422,255850,252529,249440,246378,243412,240610,238091,235511,232852,230106,227271,224350,221347,218263,215109,211885,208598,205264,201887,198482,195058,191631,188196
13,565951,564359,576103,574651,578284,560460,553021,551938,557633,559950,564733,566121,577668,567956,562296,565648,570184,565035,569063,572003,575758,570894,564423,551189,544737,525037,520123,507877,498109,485913,468059,450962,434912,429126,419775,406688,387649,385826,384715,384017,383471,382758,382141,381514,380624,379901,378852,377203,375506,373285,370850,367917,365227,362377,359203,355419,351448,347243,342964,338430,334019,329637,325068,320198,315400,310455,305455,300353,295301,290332,285568,280880,276527,272208,268058,264024,260149,256545,253190,250068,246974,243975,241139,238587,235974,233282,230503,227634,224681,221644,218527,215341,212083,208763,205396,201986,198548,195091,191631
14,544761,568358,566610,578992,578169,582015,566019,558684,556355,561392,563250,566488,567354,578507,568077,562006,565934,571168,565871,573180,574688,577971,573577,566914,553646,547162,527429,522481,510202,500401,488172,470284,453155,437071,431251,421868,408748,389675,387819,386674,385943,385364,384618,383968,383308,382385,381628,380546,378864,377133,374880,372411,369445,366722,363838,360631,356814,352810,348572,344259,339692,335247,330833,326230,321327,316496,311517,306485,301350,296264,291262,286465,281743,277357,273005,268822,264755,260847,257209,253822,250666,247538,244506,241637,239052,236405,233681,230869,227966,224980,221910,218760,215540,212249,208896,205496,202052,198581,195091
15,559012,547025,570882,569709,582731,581012,587212,571616,563539,560238,564605,565211,567577,568252,579057,567907,562182,566861,572210,570115,575894,576880,580898,576112,569415,556114,549596,529829,524847,512534,502699,490437,472515,455352,439234,433381,423963,410809,391703,389813,388635,387870,387257,386477,385793,385099,384142,383352,382236,380520,378756,376468,373965,370966,368209,365291,362050,358200,354162,349890,345544,340943,336464,332016,327380,322442,317577,312565,307499,302330,297210,292174,287344,282588,278168,273783,269566,265465,261523,257851,254430,251241,248079,245013,242111,239492,236811,234053,231207,228271,225250,222147,218962,215709,212384,208998,205564,202086,198581
16,578356,559983,549909,574567,573866,585817,585422,592699,576646,567923,563391,566829,566463,568447,569082,579513,568641,563617,568006,574780,572808,578392,580241,583611,578788,572055,558718,552164,532361,527343,514994,505123,492824,474866,457667,441513,435623,426170,412980,393837,391911,390697,389895,389247,388431,387710,386980,385987,385160,384009,382257,380456,378132,375593,372557,369764,366811,363533,359647,355573,351265,346882,342245,337730,333246,328573,323600,318699,313650,308548,303343,298187,293115,288248,283456,279000,274579,270326,266188,262210,258502,255045,251819,248622,245519,242581,239926,237209,234414,231532,228560,225503,222364,219143,215854,212493,209070,205600,202086
17,586101,579525,561513,554212,579441,577712,590672,590575,597942,581230,571802,566265,568311,567946,569765,570420,581989,570790,565389,569673,580417,576342,582548,583468,586794,581929,575153,561773,555176,535330,530269,517877,507963,495621,477620,460377,444181,438248,428751,415518,396333,394363,393106,392262,391570,390711,389948,389175,388138,387269,386074,384279,382435,380068,377486,374407,371572,368575,365255,361325,357208,352857,348431,343751,339193,334666,329950,324934,319989,314898,309753,304504,299306,294191,289281,284446,279947,275482,271186,267006,262984,259234,255733,252465,249224,246079,243097,240399,237639,234802,231876,228861,225761,222579,219315,215983,212579,209113,205600
18,601777,588055,582069,566152,560832,585235,584895,598015,597142,604124,586324,575809,568901,570728,570722,575369,579330,586873,574707,566163,569708,586339,581658,587783,588633,591890,586955,580109,566659,559992,540076,534946,522484,512500,500088,482017,464705,448439,442436,432870,419567,400311,398272,396945,396031,395270,394341,393507,392665,391559,390619,389355,387490,385576,383140,380488,377339,374433,371367,367977,363977,359790,355369,350874,346124,341497,336899,332114,327028,322014,316853,311637,306319,301051,295866,290886,285981,281412,276878,272512,268262,264171,260351,256780,253442,250131,246916,243865,241097,238267,235360,232365,229280,226110,222858,219525,216123,212649,209113
19,626198,602618,591807,585495,569759,566346,594830,594316,605884,603863,610128,591398,579167,572067,574614,577538,587285,585535,590744,576282,567290,577155,592297,587639,593684,594454,597632,592617,585691,572162,565415,545419,540209,527667,517603,505112,486962,469569,453224,447141,437495,424112,404777,402658,401251,400257,399416,398408,397495,396572,395386,394367,393023,391078,389085,386569,383837,380609,377623,374477,371007,366928,362661,358161,353586,348756,344049,339371,334506,329340,324247,319006,313711,308313,302965,297700,292641,287656,283007,278393,273948,269618,265447,261547,257897,254479,251088,247794,244662,241815,238905,235918,232843,229679,226429,223097,219684,216202,212649
20,635651,626170,607321,595956,587868,572335,578058,605312,602480,612576,609674,615775,594700,581875,575189,580173,585466,592118,587458,592909,575636,573782,583884,597739,593008,598981,599679,602783,597696,590698,577096,570276,550208,544925,532311,522175,509611,491388,473923,457505,451349,441631,428176,408768,406577,405097,404031,403117,402036,401050,400055,398797,397705,396288,394271,392205,389616,386812,383511,380453,377234,373692,369540,365201,360628,355980,351078,346298,341548,336611,331372,326206,320892,315525,310054,304633,299296,294164,289107,284386,279699,275181,270779,266535,262563,258840,255349,251887,248519,245315,242395,239413,236354,233206,229969,226647,223242,219757,216202
21,650257,635305,632583,612255,599074,590835,584140,590437,614206,610542,618718,615920,619721,596841,584654,580454,587622,590127,593017,588045,588503,581848,581294,589648,603426,598618,604514,605135,608163,602999,595924,582245,575349,555203,549844,537153,526940,514299,495999,478457,461962,455730,445935,432403,412918,410650,409093,407950,406960,405802,404739,403667,402332,401163,399670,397576,395433,392767,389886,386508,383374,380078,376459,372230,367814,363164,358439,353460,348604,343777,338762,333447,328204,322814,317369,311822,306324,300910,295701,290568,285769,281006,276411,271932,267611,263562,259762,256195,252655,249211,245930,242933,239874,236738,233514,230200,226801,223319,219757
22,672028,650621,643386,639224,615714,603119,604671,596519,600267,623820,618115,625991,620480,622716,599431,588669,586266,591595,590999,593757,583508,595721,590338,587670,595938,609632,604739,610550,611086,614029,608780,601620,587856,580874,560644,555200,542424,532125,519400,501015,483388,466808,460491,450610,436993,417424,415071,413429,412201,411125,409882,408735,407578,406158,404904,403325,401146,398918,396168,393202,389739,386519,383138,379434,375121,370619,365884,361075,356011,351069,346157,341058,335657,330329,324854,319325,313692,308110,302610,297317,292098,287215,282366,277686,273122,268717,264582,260697,257045,253420,249891,246525,243444,240299,237078,233769,230370,226886,223319
23,708394,673909,661507,651548,643217,620124,618260,618142,606267,611599,632527,626323,631701,623610,625753,603268,594005,590504,592782,590841,588775,590811,604975,597509,594745,602918,616516,611528,617243,617683,620531,615186,607930,594071,586994,566668,561128,548256,537862,525041,506560,488838,472162,465750,455773,442061,422395,419947,418210,416886,415715,414376,413133,411881,410365,409015,407341,405066,402743,399897,396835,393277,389961,386485,382685,378276,373679,368848,363943,358784,353746,348739,343544,338048,332624,327053,321428,315700,310022,304427,299038,293723,288744,283800,279025,274365,269864,265634,261654,257905,254185,250560,247099,243922,240682,237365,233960,230465,226886
24,736842,711755,687440,671445,655410,647284,634739,632707,628144,616494,620643,641705,632953,635226,626406,629620,607703,597963,591632,591788,586919,596182,600986,612496,604929,602065,610138,623636,618547,624162,624502,627250,621804,614449,600489,593311,572885,567245,554273,543779,530857,512276,494454,477678,471165,461088,447275,427510,424961,423124,421699,420428,418989,417646,416293,414677,413227,411452,409078,406654,403707,400545,396887,393471,389894,385994,381485,376788,371857,366851,361591,356454,351346,346051,340454,334930,329259,323534,317706,311927,306232,300742,295328,290249,285204,280328,275568,270967,266636,262556,258708,254887,251162,247600,244323,240983,237565,234060,230465
25,779198,741177,727842,699874,676101,659365,662435,648469,642999,639200,625221,629785,648419,636172,638292,629535,634033,610365,598620,589181,588548,593948,606563,608758,620164,612494,609526,617496,630890,625698,631209,631445,634089,628540,621081,607017,599736,579206,573463,560387,549789,536764,518080,500153,483274,476657,466477,452560,432691,430038,428098,426570,425195,423652,422205,420749,419029,417476,415598,413119,410592,407542,404276,400514,396994,393314,389310,384697,379897,374862,369753,364389,359148,353937,348538,342838,337210,331435,325606,319675,313792,307994,302400,296882,291699,286551,281572,276708,272003,267569,263385,259433,255509,251680,248015,244634,241190,237669,234060
26,828619,784070,758879,742299,706101,680250,674244,675718,658216,654087,648230,634573,636582,651427,638904,642436,632522,636390,610326,594222,586447,595757,604837,614538,616626,627926,620150,617076,624939,638227,632928,638333,638463,641001,635346,627780,613610,606223,585586,579736,566554,555850,542718,523928,505895,488909,482186,471900,457877,437901,435142,433095,431461,429980,428331,426778,425215,423389,421729,419745,417160,414526,411370,407998,404129,400503,396717,392606,387887,382980,377839,372624,367154,361806,356489,350983,345177,339443,333562,327627,321589,315600,309695,303995,298371,293082,287827,282742,277771,272960,268420,264129,260071,256041,252105,248334,244846,241296,237669
27,865010,833458,802546,774121,749309,710814,695657,686628,684263,668204,662630,657302,641031,639283,653944,642007,645936,634599,636742,604340,592800,593962,606182,612738,622333,624316,635511,627630,624450,632208,645390,639986,645286,645311,647743,641982,634311,620036,612543,591802,585846,572559,561750,548512,529617,511479,494387,487559,477167,463039,442958,440094,437941,436202,434615,432861,431202,429534,427602,425837,423748,421057,418318,415057,411579,407605,403874,399982,395767,390942,385930,380683,375363,369788,364335,358912,353301,347389,341550,335564,329523,323379,317286,311275,305470,299740,294346,288986,283795,278719,273803,269157,264761,260598,256462,252421,248545,244952,241296
28,869634,871629,853201,819944,783404,756052,727577,709491,694690,693946,677576,671234,663290,643403,641855,657178,644515,647713,635013,630071,603690,600518,604263,614649,621092,630574,632445,643527,635532,632240,639885,652954,647437,652624,652536,654855,648982,641198,626809,619204,598350,592281,578881,567959,554609,535600,517349,500145,493204,482699,468458,448264,445287,443021,441169,439469,437602,435831,434050,432005,430127,427925,425122,422270,418895,415305,411218,407374,403369,399041,394103,388978,383619,378185,372497,366931,361395,355672,349647,343695,337596,331442,325186,318979,312856,306938,301095,295588,290115,284811,279623,274593,269834,265326,261049,256801,252647,248658,244952
29,883668,875739,891228,868826,828270,789630,772050,739773,716429,701935,701007,685561,676818,665331,645791,644695,659634,646532,647793,627765,629860,611485,610091,611975,622258,628598,637978,639745,650724,642627,639232,646774,659741,654121,659205,659014,661230,655254,647367,632876,625168,604211,598040,584536,573511,560059,540947,522593,505286,498242,487635,473291,452994,449914,447546,445591,443788,441818,439944,438060,435913,433932,431627,428721,425766,422288,418595,414406,410459,406351,401920,396880,391652,386189,380653,374862,369193,363555,357728,351601,345546,339344,333087,326728,320419,314193,308172,302226,296616,291041,285634,280342,275210,270349,265737,261358,257006,252750,248658
30,900924,890629,895245,908357,877287,834848,806212,785652,746600,723586,708916,708941,690730,678538,667346,648456,646636,661682,646752,640573,628267,637987,620619,617989,619767,629945,636180,645455,647117,657991,649788,646288,653725,666585,660861,665839,665543,667654,661573,653580,638984,631170,610108,603831,590223,579093,565534,546318,527859,510446,503297,492584,478135,457733,454548,452074,450013,448106,446030,444051,442062,439809,437723,435312,432301,429241,425658,421860,417565,413513,409300,404763,399618,394284,388717,383075,377179,371405,365661,359729,353496,347336,341029,334667,328202,321788,315456,309330,303279,297564,291883,286371,280974,275737,270770,266053,261568,257112,252750
31,893166,906049,906781,908177,914972,880861,848598,816391,791110,751830,727308,716312,714079,692273,680181,669475,650448,648958,661651,639502,641388,635933,646403,626967,624252,625946,636039,642189,651379,652957,663746,655459,651874,659226,672002,666193,671087,670706,672732,666566,658489,643808,635910,614763,608402,594709,583494,569851,550550,532006,514509,507275,496478,481944,461457,458187,455629,453484,451491,449331,447267,445193,442856,440685,438190,435094,431949,428282,424399,420019,415883,411585,406964,401734,396316,390663,384937,378956,373098,367269,361253,354935,348690,342298,335852,329303,322803,316387,310177,304041,298241,292475,286879,281397,276075,271024,266222,261653,257112
32,921367,896733,918756,916517,911436,917044,891104,855534,819346,794814,753237,734319,720876,715538,693458,681886,670717,652430,649095,655408,640417,648946,643835,651215,631714,628936,630565,640595,646681,655807,657320,668045,659693,656044,663332,676044,670171,675001,674556,676518,670288,662147,647401,639439,618228,611802,598045,586766,573059,553693,535086,517524,510226,499365,484767,464216,460882,458259,456050,453994,451769,449641,447503,445102,442867,440307,437147,433938,430207,426260,421816,417615,413253,408568,403273,397791,392075,386285,380240,374317,368424,362343,355962,349653,343196,336686,330073,323509,317029,310754,304554,298690,292860,287199,281654,276268,271152,266287,261653
33,907912,926071,909430,928570,920311,913405,927496,897100,858065,822683,795912,759793,738827,722073,716830,694656,683056,672536,652402,643652,656863,647487,656413,648556,655873,636309,633468,635035,645001,651024,660087,661537,672199,663785,660073,667298,679947,674011,678778,678270,680169,673876,665672,650863,642838,621564,615076,601255,589913,576143,556715,538044,520420,513059,502134,487473,466860,463463,460777,458505,456386,454099,451907,449706,447242,444944,442322,439099,435827,432032,428022,423515,419252,414827,410079,404721,399176,393397,387544,381436,375450,369494,363351,356906,350534,344015,337441,330765,324138,317595,311258,304995,299068,293175,287451,281843,276394,271215,266287
34,914821,913686,938166,918845,931974,922453,922752,933969,899375,861703,824202,801901,764214,739783,722978,718039,695415,684894,672541,647011,644714,663770,654308,661056,653137,660392,640767,637863,639368,649272,655234,664235,665623,676223,667747,663973,671136,683723,677725,682430,681860,683697,677342,669076,654206,646119,624783,618233,604351,592947,579115,559624,540892,523206,515783,504796,490073,469398,465939,463192,460857,458676,456327,454074,451811,449285,446925,444241,440956,437622,433766,429694,425125,420799,416312,411502,406083,400476,394635,388720,382550,376502,370485,364279,357773,351339,344758,338122,331384,324696,318091,311691,305366,299377,293423,287637,281967,276456,271215
35,943840,919819,925838,947186,922657,933893,931738,928730,936890,902528,862572,829672,806028,765110,741009,723845,718861,696965,685014,667278,648310,651300,670257,658813,665500,657521,664717,645031,642068,643513,653357,659258,668199,669528,680068,671531,667697,674800,687327,681269,685914,685284,687061,680646,672320,657390,649243,627847,621236,607294,595830,581938,562388,543595,525849,518366,507319,492536,471800,468281,465474,463080,460838,458429,456116,453793,451207,448787,446043,442698,439304,435387,431255,426627,422241,417694,412824,407344,401677,395776,389801,383571,377463,371386,365120,358554,352060,345418,338723,331925,325176,318511,312051,305667,299617,293603,287757,282027,276456
36,946489,950576,933625,937952,953039,927222,945180,940224,933729,942128,905540,867619,833437,806726,765659,741912,724286,720821,696978,681128,668732,654236,657254,675857,664338,670951,662897,670018,650258,647220,648590,658360,664186,673052,674306,684772,676161,672252,679280,691733,685600,690170,689465,691168,684678,676277,661273,653051,631580,624895,610878,599339,585373,565748,546880,529059,521502,510380,495523,474712,471119,468237,465768,463452,460968,458580,456183,453522,451027,448208,444788,441320,437329,433122,428419,423958,419337,414392,408838,403096,397120,391070,384766,378583,372431,366091,359450,352881,346165,339395,332522,325699,318959,312425,305965,299841,293752,287832,282027
37,958492,951090,960927,943903,943006,956367,937780,952376,944329,938132,944130,910056,871033,833639,807208,765861,742259,725890,720776,693606,682175,674296,659766,661985,680524,668943,675493,667376,674433,654611,651509,652816,662523,668286,677089,678280,688683,680008,676037,683002,695391,689195,693702,692935,694574,688021,679558,664490,656205,634671,627923,613843,602241,588211,568523,549593,531709,524088,512904,497983,477109,473453,470508,467976,465597,463050,460599,458138,455414,452856,449974,446492,442960,438906,434636,429869,425346,420661,415653,410036,404232,398193,392080,385712,379466,373251,366848,360144,353512,346733,339900,332964,326077,319275,312677,306154,299968,293815,287832
38,906125,962393,960446,968518,948261,946183,966067,944598,955700,947990,939840,948332,912952,871157,834054,807330,765795,743989,725693,718130,694653,687364,679184,664016,666178,684661,673023,679516,671343,678343,658464,655306,656556,666206,671913,680659,681794,692139,683408,679380,686289,698621,692369,696819,695995,697577,690968,682448,667323,658981,637391,630586,616449,604791,590705,570960,551973,534032,526355,515114,500136,479206,475493,472491,469902,467467,464863,462355,459838,457057,454443,451504,447965,444377,440266,435939,431116,426536,421795,416730,411056,405195,399099,392930,386505,380203,373931,367471,360710,354022,347186,340296,333304,326361,319501,312847,306268,300024,293815
39,879771,909178,972098,967946,971570,951764,956854,972753,948291,959107,949399,943595,951165,912804,871203,833831,807054,767068,743730,723110,719002,699467,691735,683316,668092,670200,688628,676934,683373,675144,682090,662155,658942,660137,669732,675384,684075,685154,695445,686659,682575,689429,701707,695399,699794,698915,700442,693778,685202,670023,661626,639980,633120,618929,607215,593074,573274,554231,536236,528503,517207,502175,481190,477421,474364,471720,469229,466571,464008,461436,458600,455931,452937,449342,445699,441533,437151,432273,427638,422841,417722,411993,406076,399926,393701,387221,380864,374537,368022,361206,354463,347572,340627,333579,326581,319667,312957,306323,300024
40,867729,882067,917270,979671,971104,973743,962193,964034,975932,951856,960310,953207,945705,950732,912484,870791,833227,808091,766871,741417,723448,723466,703590,695613,687142,671867,673923,692299,680554,686940,678660,685554,665568,662303,663447,672990,678590,687229,688257,698495,689658,685523,692325,704551,698191,702535,701604,703079,696363,687736,672505,664056,642359,635447,621204,609438,595245,575394,556300,538252,530468,519120,504036,482999,479179,476071,473375,470832,468122,465508,462884,459996,457275,454229,450583,446888,442670,438237,433307,428620,423772,418601,412820,406852,400650,394373,387842,381433,375054,368487,361620,354824,347882,340885,333786,326736,319770,313009,306323
41,841105,869171,889600,923565,983004,973231,980236,969156,968120,979184,953006,963786,955513,945247,950153,911851,870131,833979,807492,764338,741944,727487,727195,707121,699096,690579,675257,677265,695595,683802,690142,681815,688661,668628,665316,666413,675909,681462,690054,691034,701226,692341,688159,694914,707093,700686,704983,704005,705433,698670,689996,674717,666222,644477,637519,623228,611416,597176,577277,558136,540041,532210,520815,505684,484600,480733,477577,474835,472245,469488,466826,464155,461220,458452,455359,451666,447924,443659,439179,434202,429468,424573,419354,413526,407511,401262,394938,388360,381904,375478,368864,361949,355107,348117,341074,333927,326830,319817,313009
42,820941,842516,875888,895310,925982,985695,979649,984960,973216,972222,980248,956333,965669,955105,944551,949191,910933,870585,833206,804929,765085,745668,730832,730524,710405,702337,693774,678408,680372,698657,686821,693116,684744,691547,671469,668112,669165,678616,684125,692673,693609,703756,694827,690600,697311,709445,702994,707247,706224,707608,700800,692082,676759,668219,646430,639427,625092,613236,598951,579008,559823,541684,533808,522369,507193,486065,482153,478953,476166,473532,470730,468024,465309,462330,459517,456380,452643,448856,444547,440022,435001,430222,425283,420020,414148,408088,401794,395426,388804,382303,375833,369175,362216,355329,348295,341207,334016,326875,319817
43,785370,822547,849333,881070,897310,927666,992492,984337,987426,977076,973900,983109,958096,965223,954408,943493,948160,911068,869464,831055,805565,768403,748543,734018,733667,713506,705395,696791,681382,683303,701546,689667,695920,687505,694265,674145,670746,671756,681165,686631,695137,696030,706135,697164,692894,699562,711654,705161,709371,708305,709647,702797,694036,678671,670088,648257,641211,626834,614935,600608,580622,561394,543213,535295,523813,508595,487424,483470,480228,477398,474721,471877,469129,466371,463349,460494,457315,453535,449706,445354,440787,435723,430902,425920,420615,414700,408598,402262,395851,389186,382643,376130,369430,362428,355499,348422,341292,334058,326875
