age,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
67,-0.02437493,-0.02501424,-0.0248745,-0.02393065,-0.02336562,-0.022933520000000002,-0.02328728,-0.02235491,-0.02326028,-0.02455839,-0.02336522,-0.022316569999999997,-0.02030769,-0.01918317,-0.01892909,-0.01906496,-0.019420459999999997,-0.01854734,-0.01820559,-0.01805092,-0.017617260000000003,-0.017163699999999997,-0.01680944,-0.01610953,-0.01596881,-0.01543779,-0.01463332,-0.01390295,-0.01356672,-0.013232559999999999,-0.01245455,-0.01192502,-0.01159566,-0.01162674,-0.011532069999999998,-0.011566890000000002,-0.01124648,-0.010874990000000001,-0.01068839,-0.01022562,-0.010061,-0.010341469999999998,-0.01043034,-0.010118130000000001,-0.00993962,-0.00952093,-0.01084378,-0.01066513,-0.00992964,-0.00956274
68,-0.0262355,-0.02780696,-0.0271103,-0.026672440000000002,-0.02578423,-0.025568729999999998,-0.02550556,-0.02406533,-0.02436643,-0.02618537,-0.02567145,-0.02560766,-0.023863099999999998,-0.0213695,-0.02056542,-0.01999469,-0.02061656,-0.0204187,-0.02002446,-0.019535889999999997,-0.01935116,-0.0189714,-0.01846669,-0.0178339,-0.01781744,-0.01685246,-0.016146670000000002,-0.01545227,-0.01490116,-0.01473177,-0.01403294,-0.01328328,-0.01262538,-0.01238527,-0.012516329999999999,-0.01256108,-0.01224779,-0.01227016,-0.01169247,-0.0115031,-0.01105461,-0.011201019999999999,-0.01084396,-0.01127516,-0.01082164,-0.01063143,-0.01199379,-0.011863440000000001,-0.010846439999999999,-0.01042518
69,-0.02921105,-0.03008269,-0.03012683,-0.02937255,-0.02879303,-0.027775860000000003,-0.02831777,-0.026332209999999998,-0.02644344,-0.0271214,-0.02741328,-0.02797092,-0.027381239999999998,-0.02516534,-0.02292867,-0.02172578,-0.021418430000000002,-0.02200462,-0.021997430000000002,-0.02155559,-0.021056309999999998,-0.02079646,-0.02042865,-0.0199006,-0.01968735,-0.01869103,-0.01772326,-0.01705084,-0.01659938,-0.01637565,-0.015569689999999999,-0.014989319999999999,-0.013953720000000001,-0.013624,-0.01354442,-0.01370458,-0.01329569,-0.01334227,-0.01323433,-0.01261402,-0.01240494,-0.012205780000000001,-0.01166329,-0.01204521,-0.012085269999999999,-0.01164154,-0.013459059999999998,-0.01303578,-0.01216211,-0.01149565
70,-0.03207815,-0.03358048,-0.03305573,-0.03260201,-0.031518370000000004,-0.03090708,-0.0311869,-0.02952992,-0.02905196,-0.02941528,-0.0284996,-0.02986256,-0.02979523,-0.02883016,-0.02701541,-0.02455158,-0.02336081,-0.02325433,-0.02345579,-0.02370017,-0.02330117,-0.02262778,-0.02242686,-0.02194811,-0.021931819999999998,-0.02076023,-0.01964357,-0.01862504,-0.01844939,-0.01836072,-0.01716517,-0.01677953,-0.01577307,-0.01523127,-0.01480469,-0.014784269999999999,-0.01463035,-0.01452643,-0.01438357,-0.01449051,-0.0136761,-0.01378669,-0.012835929999999999,-0.01317325,-0.0128095,-0.01301684,-0.01491928,-0.01452554,-0.01354938,-0.01285309
71,-0.035608020000000004,-0.03677772,-0.03709904,-0.035308059999999995,-0.034886049999999995,-0.03406101,-0.034754219999999995,-0.03249175,-0.032390129999999996,-0.032452959999999996,-0.03075901,-0.03118887,-0.03200252,-0.0316923,-0.03097174,-0.02918463,-0.0264591,-0.02527055,-0.02472152,-0.02546781,-0.025715440000000003,-0.02512218,-0.024458010000000002,-0.0242093,-0.02435979,-0.0231252,-0.02166706,-0.02064993,-0.02043088,-0.020329049999999998,-0.01909301,-0.018648409999999997,-0.01771454,-0.01719769,-0.016591599999999998,-0.01630634,-0.01575388,-0.01576869,-0.01578881,-0.01584889,-0.01559955,-0.01533469,-0.01456227,-0.01456221,-0.013972110000000001,-0.013797140000000001,-0.01689706,-0.015994500000000002,-0.01522794,-0.014359859999999999
72,-0.03853192,-0.04061145,-0.04040473,-0.039556980000000005,-0.03793575,-0.03803488,-0.03850137,-0.03626625,-0.03553298,-0.03633959,-0.03377096,-0.033886360000000004,-0.03386092,-0.03405446,-0.03410974,-0.03363909,-0.03171396,-0.02851377,-0.026957850000000002,-0.02690159,-0.02762769,-0.027728560000000003,-0.02708437,-0.026405770000000002,-0.02681661,-0.02569004,-0.02418427,-0.02283466,-0.02281344,-0.02250357,-0.02110575,-0.02087096,-0.01973405,-0.01927544,-0.01880134,-0.01839428,-0.01744378,-0.01703279,-0.01734216,-0.01723512,-0.01698313,-0.01766084,-0.01637655,-0.016459869999999998,-0.01547452,-0.015123010000000001,-0.01801369,-0.01788154,-0.01680887,-0.016138629999999998
73,-0.042519379999999996,-0.04430793,-0.044626530000000005,-0.04314815,-0.04242079,-0.04134345,-0.04308665,-0.03993915,-0.03958019,-0.040102580000000006,-0.03780757,-0.03727934,-0.03673702,-0.03569584,-0.03658896,-0.03672038,-0.03681943,-0.03384065,-0.030608,-0.029547979999999998,-0.02924314,-0.02982994,-0.02978642,-0.029179629999999998,-0.02927769,-0.02851117,-0.02699882,-0.02549561,-0.025321490000000002,-0.025514119999999998,-0.023393280000000002,-0.023161110000000002,-0.02219156,-0.021493400000000003,-0.02108801,-0.020880009999999997,-0.019580919999999998,-0.0188335,-0.01882905,-0.0187683,-0.018473700000000003,-0.01944919,-0.01884361,-0.0183077,-0.01750345,-0.01684511,-0.0196635,-0.01903763,-0.01861722,-0.017771640000000002
74,-0.04774293,-0.0492986,-0.04867283,-0.04773296,-0.046474400000000006,-0.04642187,-0.0472977,-0.04459308,-0.04372214000000001,-0.04497293,-0.041676000000000005,-0.0419406,-0.04034547,-0.03877932,-0.03859811,-0.03911351,-0.04046211,-0.03902534,-0.03651495,-0.033472949999999994,-0.03202932,-0.03168763,-0.0320897,-0.03232019,-0.03240106,-0.03120579,-0.03023638,-0.028494980000000003,-0.02821169,-0.02842316,-0.026275919999999998,-0.02559462,-0.02473242,-0.02432943,-0.02371071,-0.023249099999999998,-0.022274000000000002,-0.02123076,-0.02102073,-0.02027682,-0.02026549,-0.02144321,-0.0207134,-0.02113504,-0.01958291,-0.01917216,-0.02183519,-0.02085935,-0.0203884,-0.01984131
75,-0.054439129999999995,-0.05562867,-0.054077,-0.052443159999999996,-0.05135761,-0.05072542,-0.052823140000000005,-0.04866308,-0.04903627,-0.04944556,-0.04645126,-0.04628748,-0.04483471,-0.04265023,-0.04198618,-0.04081626,-0.04326043,-0.042925620000000005,-0.042258180000000006,-0.040312680000000004,-0.03641925,-0.034541020000000006,-0.03424405,-0.03508506,-0.03574141,-0.03477459,-0.03328645,-0.0319734,-0.03153244,-0.0317953,-0.02911365,-0.028728010000000002,-0.027404610000000003,-0.02729027,-0.02696879,-0.026120450000000003,-0.02504799,-0.024190270000000003,-0.02375931,-0.0224853,-0.02204343,-0.02346734,-0.0227308,-0.023493220000000002,-0.02272015,-0.02124699,-0.02483831,-0.023269770000000002,-0.02295004,-0.021506229999999998
76,-0.06016966,-0.06314195,-0.06068665,-0.05822721,-0.05646127,-0.05608876,-0.057816110000000004,-0.05504214,-0.05341601,-0.05584447,-0.05074374,-0.05179213,-0.04904302,-0.0478417,-0.04586051,-0.044308999999999994,-0.04521804,-0.04614315,-0.04633536,-0.046674639999999996,-0.04380108,-0.038909660000000006,-0.0376654,-0.03734196,-0.03883372,-0.0386453,-0.0372587,-0.035336150000000004,-0.035183349999999995,-0.03568311,-0.032534640000000004,-0.03219182,-0.03089365,-0.0303112,-0.03001333,-0.02969635,-0.028101389999999997,-0.02740155,-0.026946519999999998,-0.025460450000000003,-0.0245149,-0.02565973,-0.024905860000000002,-0.026044989999999997,-0.02512265,-0.02453447,-0.027852540000000002,-0.026586330000000002,-0.025888110000000002,-0.023903189999999998
77,-0.06666852,-0.06996008999999999,-0.06804547,-0.06540011,-0.06280098,-0.06203161,-0.06401588999999999,-0.060899230000000006,-0.06018267,-0.061168509999999995,-0.056784430000000004,-0.05711351,-0.05488973,-0.05272234,-0.051383279999999996,-0.04889392,-0.048962269999999995,-0.04827642,-0.04977148,-0.05140303,-0.050998919999999996,-0.04679353,-0.042802570000000005,-0.0411063,-0.04152433,-0.041808979999999996,-0.04123858,-0.039611640000000004,-0.03895353,-0.03957286,-0.03648658,-0.03605591,-0.034535130000000004,-0.03415891,-0.03346599,-0.03337566,-0.03188153,-0.03100139,-0.03062877,-0.02915107,-0.02795504,-0.02872832,-0.0269959,-0.02863017,-0.02783716,-0.02742006,-0.03228756,-0.02992041,-0.029645869999999998,-0.02687444
78,-0.07345147,-0.07689574,-0.07605255,-0.07330318,-0.06980871999999999,-0.06852581,-0.07083999,-0.06705826000000001,-0.06557207,-0.06905139,-0.06232223,-0.06425465,-0.061187420000000006,-0.05907917,-0.0572958,-0.054946350000000005,-0.05413025,-0.05247846,-0.05228082,-0.055706719999999994,-0.05617863,-0.054506570000000004,-0.05128762,-0.04702465,-0.045693689999999995,-0.04460675,-0.044734180000000005,-0.04418376,-0.043697150000000004,-0.043905650000000004,-0.04072351,-0.040557,-0.03867993,-0.03836629,-0.03822911,-0.037271349999999995,-0.03601822,-0.03558618,-0.03467963,-0.03330603,-0.03213762,-0.03292325,-0.03034276,-0.03120305,-0.030823,-0.03056731,-0.036225059999999996,-0.03454066,-0.03293161,-0.03067268
79,-0.08075287,-0.0843195,-0.08419377,-0.08129694999999999,-0.07721117,-0.07557161999999999,-0.07816521,-0.07374332,-0.07248896,-0.07565822,-0.07034657,-0.07027347,-0.06911345,-0.06521824999999999,-0.06437085000000001,-0.061208799999999994,-0.06084301,-0.0581694,-0.057093809999999995,-0.05854759,-0.0605056,-0.060356969999999996,-0.059557200000000005,-0.05630987,-0.05242543,-0.049103560000000004,-0.0477095,-0.04801102,-0.04880584,-0.0500501,-0.04541623,-0.04540318,-0.04351196,-0.04308612,-0.042891660000000005,-0.04222339,-0.040684910000000005,-0.04018347,-0.03980695,-0.037917589999999994,-0.03650862999999999,-0.037717770000000005,-0.034532139999999996,-0.03503396,-0.03389797,-0.034263669999999996,-0.0402294,-0.03826877,-0.037656550000000004,-0.03445661
80,-0.08892703,-0.09274799,-0.09228739,-0.08908417,-0.08490023,-0.08325209,-0.08598398,-0.081268,-0.08140694999999999,-0.08444486999999999,-0.07759497,-0.07894161,-0.07596505,-0.07310905,-0.07124781,-0.06861324999999999,-0.06718953999999999,-0.0656582,-0.06285501,-0.06369121,-0.06339361,-0.06504983,-0.06573835,-0.06538732,-0.06276799,-0.0564903,-0.05245856,-0.05119696,-0.053677970000000005,-0.056380629999999994,-0.051541960000000005,-0.05091093,-0.04897046,-0.04868332,-0.0484997,-0.04728144,-0.04658743,-0.04498527,-0.04536898,-0.04355254,-0.04145095,-0.04317626,-0.03989206,-0.04038035,-0.03826999,-0.0378536,-0.044901449999999996,-0.04259073,-0.04245638,-0.04024124
81,-0.09838274,-0.10275679,-0.10023254,-0.09644758,-0.09282171,-0.09170337,-0.09434663,-0.09000052,-0.0904226,-0.0943386,-0.0860767,-0.08655336,-0.08569694,-0.07971125999999999,-0.08014546,-0.07597214,-0.07586327,-0.07307584,-0.07084468,-0.07035151,-0.06845905000000001,-0.06864792,-0.07106781,-0.0722921,-0.07305015000000001,-0.06881529,-0.06000004,-0.056610419999999995,-0.0577688,-0.06229878,-0.05757189,-0.05800362,-0.05558524,-0.05534518,-0.05516021,-0.05368248,-0.052622880000000004,-0.05102091,-0.05126312,-0.04931926,-0.04728375,-0.04906031,-0.04574856,-0.04673409,-0.04385749,-0.042589590000000004,-0.049456879999999995,-0.04751084,-0.04769134,-0.04537315
82,-0.10832521,-0.11302123,-0.11033065,-0.10620119,-0.10225015000000001,-0.10102556,-0.10386819,-0.09914586,-0.09965042,-0.10541726,-0.09536272,-0.09547620000000001,-0.09423671,-0.08993878999999999,-0.08758694,-0.08469528,-0.08405938,-0.08213066999999999,-0.07833042,-0.07898999000000001,-0.07569311999999999,-0.07438279,-0.07460995,-0.07818618,-0.08113854000000001,-0.08046286999999999,-0.07281904,-0.06472479,-0.06323936,-0.06719798,-0.06333543999999999,-0.06553013,-0.06346812,-0.06234657,-0.06251887,-0.06127858,-0.0596075,-0.057889380000000004,-0.05840198,-0.05508447,-0.05376792,-0.05662832,-0.0519611,-0.05356428,-0.050485340000000004,-0.04896499,-0.056095820000000005,-0.052320950000000005,-0.05349609,-0.05111929
83,-0.11921672999999999,-0.12425746,-0.12139243999999999,-0.11689265,-0.11259016,-0.11125172000000001,-0.11430826000000001,-0.10917816999999999,-0.1120114,-0.11552366,-0.10586933999999999,-0.10640332999999999,-0.10404147,-0.09869083999999999,-0.09831273,-0.09253775,-0.09451475999999999,-0.09057258,-0.0880518,-0.08716951,-0.0853954,-0.08211694,-0.08084214,-0.08226377,-0.08778151,-0.08926506000000001,-0.08558908,-0.07783570000000001,-0.07235085,-0.07332844,-0.06839462,-0.07216243,-0.07134041,-0.07122938999999999,-0.07044174,-0.06975752,-0.06756203999999999,-0.06583484,-0.06606161,-0.06244495,-0.06069011,-0.064565,-0.059920720000000004,-0.06095232,-0.057947780000000004,-0.056726950000000005,-0.06456023999999999,-0.059237479999999995,-0.05929015,-0.05733845
84,-0.1311317,-0.13654146,-0.13349399,-0.12859788,-0.12391661999999999,-0.12245705,-0.12574307,-0.12017159,-0.12368433000000001,-0.12972405,-0.11656202,-0.11833665,-0.11516597,-0.10826155,-0.10859893,-0.10359233999999999,-0.10339155,-0.10152662999999999,-0.09729734000000001,-0.09832446,-0.09451171,-0.09227903000000001,-0.08930047999999999,-0.08976286,-0.09273609999999999,-0.09669356000000001,-0.09626053,-0.09061163,-0.08685836000000001,-0.08338484,-0.07431873,-0.07779752999999999,-0.07874508,-0.08053342999999999,-0.08043822,-0.07888492999999999,-0.07653314,-0.07507584,-0.07512862,-0.0706111,-0.06890255,-0.07275175,-0.06829144,-0.07031601999999999,-0.06616518,-0.06502756,-0.07469920000000001,-0.06799121,-0.06731802999999999,-0.06346396
85,-0.14414494,-0.14994959,-0.14671191,-0.14139393,-0.13630592,-0.13471847,-0.13825058,-0.13220218,-0.13549411,-0.14318652,-0.13033734000000002,-0.13006522,-0.12751977,-0.11986327,-0.11898577,-0.11416669,-0.11587985,-0.11201732,-0.10939876999999999,-0.10770365,-0.10673959000000001,-0.10243711999999999,-0.1007016,-0.09926897999999999,-0.1008131,-0.10191625,-0.10495399000000001,-0.10076465,-0.10083862,-0.10126199,-0.08394069,-0.08521851999999999,-0.08469199999999999,-0.0887722,-0.09034727,-0.08991541,-0.08546897,-0.08503074,-0.08556585,-0.08061499000000001,-0.07759161,-0.08263666,-0.07689959,-0.08005917,-0.07657281,-0.07408655,-0.08494639,-0.07858489,-0.07784933,-0.07208193
86,-0.15833383,-0.16456082,-0.16112555,-0.1553612,-0.14983809,-0.14811689,-0.15191274999999999,-0.14535009,-0.14792803000000002,-0.15750004999999997,-0.14540803,-0.14508287,-0.13864659000000001,-0.13230433,-0.13049946,-0.12569435,-0.12804836,-0.12626848,-0.12021128,-0.12025847,-0.11758189,-0.11522677,-0.11173785,-0.11120072,-0.11057106,-0.10959579,-0.11056967000000001,-0.10973505,-0.11278973,-0.11906008,-0.10128567,-0.09686559,-0.09261806,-0.09533561,-0.09977274,-0.10102134,-0.09767805,-0.09516874,-0.09718142,-0.09205552,-0.08806124,-0.09361758,-0.08695084,-0.09074259000000001,-0.08688433999999999,-0.08525192,-0.09637326,-0.09014058,-0.09069709000000001,-0.08298009
87,-0.17377124,-0.18044937,-0.17680981,-0.17057653,-0.16459029,-0.16273073,-0.16680889999999998,-0.15969331,-0.16105423,-0.17156324,-0.15826912999999998,-0.16146711,-0.1545505,-0.14610061,-0.14375045,-0.13787631,-0.13963881,-0.13923329,-0.1343258,-0.13151147,-0.13082611,-0.12733443,-0.12602156,-0.12309302999999999,-0.12410781,-0.1204379,-0.11931003,-0.11605166,-0.12379617,-0.13488162,-0.11860582,-0.11760942,-0.10503623000000001,-0.10501202000000001,-0.10772583000000001,-0.1111233,-0.10994677,-0.10837766,-0.10900809,-0.10386244,-0.10021617000000001,-0.10650316,-0.09867578,-0.10366984,-0.09814473,-0.09728264,-0.11033362,-0.10267995,-0.10443639,-0.09563392
88,-0.19052454,-0.19768365,-0.19383412000000003,-0.18711234999999998,-0.180636,-0.17863515000000002,-0.18301489,-0.17530696,-0.1749815,-0.18638736,-0.17163082,-0.178944,-0.17238251,-0.16111151,-0.15846457,-0.15106355999999999,-0.15205972,-0.15269872,-0.14679354,-0.14885472,-0.14390617,-0.14179624999999998,-0.13925869,-0.13863481,-0.13734564,-0.13419069,-0.12895822999999998,-0.12588397,-0.13134585000000001,-0.14873795999999997,-0.13495840999999997,-0.1381694,-0.12555634000000002,-0.11957772,-0.11916784,-0.11989623,-0.12097861,-0.12260293,-0.12378449999999999,-0.11563459000000001,-0.11376156,-0.12194131,-0.11188433,-0.1169455,-0.11158288000000001,-0.10967577,-0.12503731,-0.11708652,-0.11971934000000001,-0.10920646
89,-0.20865372,-0.21632437999999998,-0.21226058,-0.20503487,-0.19804334,-0.19590048,-0.20060147,-0.19226168999999999,-0.19095525,-0.20328251,-0.18719085000000002,-0.19692279,-0.19067363,-0.17731944,-0.17456528,-0.16586338,-0.16646722,-0.16744794999999998,-0.16118937,-0.16252005,-0.16258835,-0.15429230000000002,-0.15463491999999998,-0.15309265,-0.15360546,-0.14869162,-0.14324118000000002,-0.13844207,-0.14286480000000001,-0.1574267,-0.14948244,-0.15657982999999998,-0.14688794,-0.1420484,-0.1352978,-0.13061091,-0.12982375,-0.1340942,-0.13971626,-0.13125102000000002,-0.12748797,-0.13847341,-0.12701273000000002,-0.13312549999999998,-0.12575027,-0.12481407,-0.14044989000000002,-0.13225772,-0.13736977,-0.12481779
90,-0.22820562,-0.23641846,-0.23213796,-0.22439838,-0.21686961999999999,-0.21458672999999998,-0.21962861,-0.21061844999999998,-0.21001383,-0.22326341,-0.20625427999999998,-0.21527631,-0.20845831999999997,-0.19478642999999998,-0.19194514000000001,-0.18274482,-0.18371122,-0.18430096,-0.17563355000000003,-0.17943098000000002,-0.17849094,-0.17382065,-0.16859802,-0.17102642,-0.17013131,-0.1664977,-0.15791370000000002,-0.15375274,-0.15485014,-0.16902565,-0.15893512999999998,-0.17285919000000002,-0.16637042999999999,-0.16623737,-0.1611605,-0.1482797,-0.14333416,-0.14285337,-0.15241632000000002,-0.14790221,-0.14441363000000002,-0.15419192,-0.14322137000000001,-0.15019741,-0.14171129,-0.13961275,-0.15904212999999998,-0.14710615999999999,-0.15510212999999998,-0.14274662000000002
91,-0.24921422999999998,-0.25799946,-0.25350215,-0.24524567,-0.23716176,-0.23474404000000001,-0.24014602,-0.23042884,-0.23334958,-0.24738496000000001,-0.23015326,-0.23391098,-0.22484125,-0.2135964,-0.21050102,-0.20221348,-0.20469684000000002,-0.20412523999999999,-0.19360803999999998,-0.19591651999999998,-0.19741372000000001,-0.19032485,-0.18854235,-0.18806102000000002,-0.18944387000000001,-0.18249295000000001,-0.17718743,-0.16879332,-0.17007028,-0.18242837,-0.16869644,-0.18307821999999999,-0.1834113,-0.18708121,-0.18761147,-0.17800574,-0.16159298000000002,-0.15514667,-0.16170348999999998,-0.16073133,-0.16178165000000003,-0.17410226,-0.15948648,-0.16888588,-0.15950525999999998,-0.15672135,-0.17717499,-0.16482385,-0.17299444,-0.16038611
92,-0.27168646,-0.28107273,-0.27636156,-0.26759386,-0.25894258000000003,-0.25639909,-0.26217913,-0.25172186,-0.25509516,-0.27002324,-0.25168432,-0.25564592999999997,-0.24602333999999998,-0.23399989999999998,-0.23068998999999998,-0.22176975,-0.22445236,-0.22381651,-0.21218218,-0.21278478,-0.2137483,-0.20795468,-0.20365011000000002,-0.20687047,-0.20850666,-0.20184094,-0.1951561,-0.18583668,-0.18649481,-0.19986497,-0.18053215,-0.19584775,-0.19395063999999998,-0.204505,-0.21057062,-0.20514391,-0.19169062,-0.17462224,-0.17421166999999999,-0.16969758,-0.17499657,-0.19439456000000002,-0.17888914,-0.18685147000000002,-0.17893692,-0.17553197,-0.19801905,-0.18235865,-0.19519121,-0.17741664000000001
93,-0.29560793999999996,-0.30562162,-0.30070314000000004,-0.29144019,-0.28221648,-0.27956065999999996,-0.28573481,-0.27450925,-0.27831616000000003,-0.29414008999999997,-0.27467312,-0.27886278,-0.26868678,-0.2558821,-0.25235894,-0.24279571000000003,-0.24567633,-0.24496688,-0.23216501,-0.23092609,-0.23043779,-0.22662754000000002,-0.21894854,-0.22689847,-0.22831837,-0.22266007999999998,-0.21383431,-0.20430976,-0.20684360000000002,-0.21690275,-0.19438294,-0.21030185,-0.20620581999999998,-0.21565581,-0.23043575000000002,-0.22849261,-0.22092028,-0.2083008,-0.19398253,-0.18505798999999998,-0.18350802,-0.20979606999999997,-0.19994021,-0.20892476999999998,-0.19799439000000002,-0.1952912,-0.22064947000000001,-0.20249035,-0.21559071,-0.19735329999999998
94,-0.32092991,-0.33159386999999996,-0.32647896,-0.31674905999999997,-0.30695675,-0.30420699,-0.31078841999999995,-0.29877316000000004,-0.30297768,-0.31968709,-0.29908343000000004,-0.30352963,-0.2928078,-0.2792325,-0.27550162,-0.26529468,-0.26836765,-0.26757458,-0.25373888,-0.25154545,-0.24993343999999998,-0.24723810000000002,-0.23730234,-0.24823443,-0.24935939,-0.24433813000000001,-0.23375451,-0.22413571,-0.22368805,-0.23985703,-0.2119219,-0.23046195,-0.21985214,-0.22987446,-0.24393489,-0.24724204,-0.24229597,-0.23887964,-0.23149324,-0.20420322,-0.19847264,-0.22028959,-0.21515286,-0.23199069,-0.22021005999999999,-0.21405299,-0.24246756,-0.22423637999999999,-0.24127948000000002,-0.2166804
95,-0.34682218,-0.3580693,-0.35278615,-0.34261742,-0.33227964,-0.32944477,-0.33640923,-0.32364128,-0.32827288,-0.34581586,-0.32417597,-0.32885466,-0.31763488,-0.30335879,-0.29944124,-0.28862266,-0.29187715,-0.29099593,-0.27659941,-0.27487036,-0.2735227,-0.27004561,-0.26037914,-0.27061334,-0.27177596,-0.26612753,-0.2551552,-0.24493299999999998,-0.24532243,-0.26261840000000003,-0.23376385,-0.25149237,-0.23720342,-0.24666924,-0.25896940999999996,-0.25746185000000005,-0.25938038,-0.25993569,-0.27084659,-0.24264073,-0.21883524,-0.23649102,-0.22399742,-0.24831766,-0.24271420000000002,-0.23749196,-0.26387246,-0.24722311,-0.26765714,-0.23755644
96,-0.37375855,-0.38558062,-0.38015078999999996,-0.36957724999999997,-0.35870844,-0.35580666,-0.36315256,-0.34963221,-0.35468451,-0.37302606,-0.35038711,-0.35530419,-0.34361470000000005,-0.32867213,-0.32457969000000003,-0.31316291,-0.31659109999999996,-0.31561308000000005,-0.30081581,-0.3014639,-0.30280713,-0.29570223,-0.29020693,-0.29409511,-0.29603943,-0.28757305,-0.27854889,-0.26661113999999997,-0.26027907,-0.28539963999999995,-0.25460101,-0.27693794000000005,-0.259519,-0.2679858,-0.27570496000000005,-0.27080950000000004,-0.26985856,-0.27468476,-0.29411552,-0.28193337,-0.2578757,-0.26075161,-0.23854504,-0.25565392,-0.26017046,-0.25951678,-0.28951348,-0.26683154000000003,-0.29275209999999996,-0.26210404
97,-0.40159181,-0.41397206,-0.40842156,-0.39748523999999996,-0.38610731,-0.38315953,-0.39088046000000004,-0.37661682,-0.38207976000000005,-0.40117181,-0.37758780000000003,-0.3827464,-0.37062453,-0.35506241,-0.35081063999999995,-0.33881803000000005,-0.34240898,-0.34132549,-0.3258354,-0.32646342,-0.32787058,-0.32052847,-0.31475464,-0.31876859,-0.32077466,-0.31187385,-0.30231495,-0.28976094,-0.2780951,-0.30577661,-0.27328087,-0.29984805999999997,-0.28161679,-0.28999212,-0.29349478,-0.28839848,-0.28500037,-0.28597714,-0.31174426,-0.30464851,-0.28327141,-0.29761991,-0.2667719,-0.27611327,-0.26811989999999997,-0.27425727,-0.30971456999999997,-0.2887169,-0.31636218000000005,-0.28385297000000004
98,-0.43014735000000004,-0.4430596,-0.43741884,-0.42616885000000004,-0.41431094,-0.41134035999999996,-0.41942466,-0.40443615,-0.41029818,-0.43007977,-0.40562221,-0.41102140000000004,-0.39851356,-0.38239132000000003,-0.3779994,-0.36546226000000004,-0.36920213,-0.36800466,-0.35186676,-0.35247028999999996,-0.35393847,-0.34638515000000003,-0.34034971999999997,-0.34447369,-0.34653624,-0.33721828,-0.32714377,-0.31400184000000003,-0.29899921,-0.32698551,-0.29304057,-0.32335778,-0.30618347,-0.31466638,-0.31398631,-0.31029703999999997,-0.30317202,-0.29733330999999996,-0.32550474,-0.32214844,-0.31078595000000003,-0.34374932999999996,-0.30067952000000003,-0.30065247,-0.27485574,-0.28869268,-0.32996823999999997,-0.31204962999999997,-0.34021233,-0.30570536
99,-0.45922301,-0.47263071,-0.46693423,-0.45542534,-0.44312323,-0.44015463,-0.44858508999999996,-0.4328997,-0.43915105,-0.45954905,-0.43430739999999995,-0.43994047999999997,-0.42710199,-0.41049078,-0.40598128,-0.39293941,-0.39681187,-0.39549225,-0.37876379,-0.37933767,-0.38086335000000004,-0.37313056,-0.36685538,-0.37107049999999997,-0.37318218999999997,-0.36347164,-0.35290855,-0.33921772,-0.32376844,-0.35216584,-0.31683907,-0.34941451,-0.33326886,-0.34210681,-0.33947552000000003,-0.33710189,-0.32728415,-0.31654179,-0.34459766999999997,-0.34184595,-0.33907707,-0.38129225,-0.33332936999999996,-0.32805301,-0.29050138,-0.30888304,-0.35410766,-0.33784437,-0.36628239,-0.33000356
100,-0.48859474999999997,-0.50245019,-0.49673621,-0.48502656,-0.47232137,-0.46938018,-0.47813393000000004,-0.46178904,-0.46842651,-0.48935722,-0.46343868,-0.46929086999999997,-0.45618533,-0.43916656,-0.43456487,-0.42106554999999996,-0.42505245,-0.42360295000000003,-0.40635302,-0.40689102000000005,-0.40847021,-0.40059568,-0.3941073,-0.39839156000000003,-0.40054246,-0.39047138000000003,-0.37945411,-0.36526423,-0.35474405000000003,-0.38419225999999995,-0.34725221,-0.38037702,-0.36338105000000004,-0.37276632,-0.3714293,-0.36864866999999996,-0.35895317,-0.34913891999999996,-0.37723151,-0.372587,-0.36737607000000005,-0.40821411,-0.36007805000000004,-0.35739148,-0.32257582,-0.33974756,-0.38575400000000004,-0.36754613,-0.39710755,-0.35984035999999997
